id,esco_occupation,isco_code,onet_code,onet_occupation,matching_job_titles,semantic_similarity,confidence,concept_uri
2323,agronomist,2132,19-1013.00,soil and plant scientists,['agronomist'],0.854989355802536,2.0,http://data.europa.eu/esco/occupation/c40ef517-d4ab-4932-b184-9c2ea5b24fe2
2635,livestock advisor,2132,25-9021.00,farm and home management advisors,na,0.8148486167192459,1.0,http://data.europa.eu/esco/occupation/e1fdca51-a0e1-4bea-822f-82a090ece780
2874,forestry adviser,2132,19-1032.00,foresters,"['forestry consultant', 'silviculturist']",0.90484040081501,2.0,http://data.europa.eu/esco/occupation/fa32eb3f-5c9f-4668-8f85-5eefb3badab8
223,environmental scientist,2133,19-2041.00,"environmental scientists and specialists, including health",['environmental scientist'],0.8433639287948609,2.0,http://data.europa.eu/esco/occupation/11d72bd6-779a-4643-9962-313833740094
490,water quality analyst,2133,19-4091.00,"environmental science and protection technicians, including health","['water quality analyst', 'water quality specialist', 'water quality technician']",0.8170595407485962,1.0,http://data.europa.eu/esco/occupation/28742973-c452-4996-b070-440e437306dc
637,pipeline environmental project manager,2133,19-2041.00,"environmental scientists and specialists, including health",na,0.7823475509881973,1.0,http://data.europa.eu/esco/occupation/351a0eb0-a1d0-49bd-a2f8-6dc447ddf316
1069,environmental programme coordinator,2133,19-2041.00,"environmental scientists and specialists, including health",['environmental consultant'],0.8431337177753448,1.0,http://data.europa.eu/esco/occupation/59883630-45f9-40e7-9732-9e5ff9758d2b
1267,airport environment officer,2133,19-2041.00,"environmental scientists and specialists, including health",na,0.6916200309991837,1.0,http://data.europa.eu/esco/occupation/69e6db0b-30b4-4e0e-b95b-173f8bc3da73
1273,soil scientist,2133,19-1013.00,soil and plant scientists,['soil scientist'],0.8250057727098464,0.5,http://data.europa.eu/esco/occupation/6a3d3d28-0ab6-49b0-9a32-697e5e104bf1
1544,nature conservation officer,2133,19-4093.00,forest and conservation technicians,"['forester', 'conservation officer', 'park ranger']",0.8019465714693069,1.0,http://data.europa.eu/esco/occupation/80d880ec-3bae-45a2-a2d3-41345ee0b319
1651,ecologist,2133,19-2041.00,"environmental scientists and specialists, including health",['environmental scientist'],0.8367591142654418,2.0,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28
2272,aquaculture environmental analyst,2133,19-2041.00,"environmental scientists and specialists, including health",['marine scientist'],0.8355511546134948,2.0,http://data.europa.eu/esco/occupation/bff716c9-42c7-471e-8af0-582f799fb29a
2609,countryside officer,2133,19-1031.03,park naturalists,['park ranger'],0.8374202787876129,1.0,http://data.europa.eu/esco/occupation/e011f10f-e172-43ce-bfd9-fb56e426c0c9
2650,conservation scientist,2133,19-1031.00,conservation scientists,['conservation scientists'],0.8426394641399383,1.0,http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a
2880,natural resources consultant,2133,19-2041.03,industrial ecologists,na,0.8341386526823044,2.0,http://data.europa.eu/esco/occupation/fab474ea-a4a9-4c11-9548-1d50ad594a34
534,clothing technologist,2141,17-3029.06,manufacturing engineering technologists,na,0.7450274705886841,1.0,http://data.europa.eu/esco/occupation/2bf5169b-2c89-451a-9274-e2b4bc1f9487
977,logistics analyst,2141,13-1081.02,logistics analysts,"['logistics analyst', 'supply chain analyst']",0.8836772441864014,1.0,http://data.europa.eu/esco/occupation/51cd3a7a-eae6-4dc6-9f24-179d7ec6d230
1002,industrial engineer,2141,17-2112.00,industrial engineers,"['industrial engineer', 'industrial engineers']",0.8683095455169678,1.0,http://data.europa.eu/esco/occupation/53d2052f-edc0-4f44-8be1-164526412bfe
1166,maintenance and repair engineer,2141,17-2112.00,industrial engineers,"['production engineer', 'plant engineer', 'engineering manager', 'manufacturing engineer']",0.8350061118602752,1.0,http://data.europa.eu/esco/occupation/615920c5-4f63-4eb3-8b60-afaaed3ab1ff
1603,textile technologist,2141,17-3029.06,manufacturing engineering technologists,na,0.8003269493579864,1.0,http://data.europa.eu/esco/occupation/85acc7e9-1fac-4e91-962b-8b8031f39487
1659,food and beverage packaging technologist,2141,19-1012.00,food scientists and technologists,na,0.7534324109554291,1.0,http://data.europa.eu/esco/occupation/8a925aca-f636-437c-8962-5deae170e246
1705,packaging production manager,2141,17-2112.00,industrial engineers,na,0.7749792039394379,1.0,http://data.europa.eu/esco/occupation/8de99659-5b10-4825-ac67-0c50189bcc3c
1729,leather goods industrial engineer,2141,17-2112.00,industrial engineers,"['manufacturing engineer', 'industrial engineer']",0.8143385022878646,1.0,http://data.europa.eu/esco/occupation/91d0f74b-8612-49cc-a7da-83ee3c4b94d9
1808,leather production planner,2141,17-2112.00,industrial engineers,na,0.6286837995052338,1.0,http://data.europa.eu/esco/occupation/97d65832-3817-4ded-946b-cfc4a0237b9a
2150,process engineer,2141,17-2199.04,manufacturing engineers,"['process engineer', 'manufacturing systems engineer']",0.9109902501106262,1.0,http://data.europa.eu/esco/occupation/b5eaf231-77ad-4a86-8e54-15cc4398aad2
2530,civil engineer,2142,17-2051.00,civil engineers,"['civil engineer', 'civil engineers']",0.8823680311441422,2.0,http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360
1976,environmental expert,2143,17-2081.00,environmental engineers,['environmental consultant'],0.8021263808012009,1.0,http://data.europa.eu/esco/occupation/a7358961-46d4-4715-ac1e-6148fd042510
2034,environmental engineer,2143,17-2081.00,environmental engineers,"['environmental engineer', 'environmental analyst', 'sanitary engineer']",0.8260842978954315,1.0,http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968
1045,mechanical engineer,2144,17-2141.00,mechanical engineers,['mechanical engineer'],0.8896426916122437,1.0,http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644
1213,synthetic materials engineer,2145,17-2041.00,chemical engineers,['plastics engineer'],0.825618451833725,2.0,http://data.europa.eu/esco/occupation/654ce97c-9ed1-4614-bc76-36f4a1f67557
2734,chemical engineer,2145,17-2041.00,chemical engineers,"['chemical engineer', 'refinery process engineer']",0.8473062306642533,2.0,http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67
52,quarry engineer,2146,17-2151.00,"mining and geological engineers, including mining safety engineers","['mine engineer', 'mining engineer']",0.8537405729293823,2.0,http://data.europa.eu/esco/occupation/03b2f112-a891-461d-a8d4-effb9dcf2df6
769,drilling engineer,2146,17-2171.00,petroleum engineers,['drilling engineer'],0.8202907621860503,1.0,http://data.europa.eu/esco/occupation/3f863faa-c045-4f05-a419-b19182aea866
777,explosives engineer,2146,17-2041.00,chemical engineers,['explosives engineer'],0.8178489238023758,1.0,http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7
846,liquid fuel engineer,2146,17-2171.00,petroleum engineers,['natural gas engineer'],0.7650329291820526,1.0,http://data.europa.eu/esco/occupation/47dd863b-b124-4bb1-bb42-a9498492a8cb
1146,mine development engineer,2146,17-2151.00,"mining and geological engineers, including mining safety engineers",['mine development engineer'],0.8565657168626786,2.0,http://data.europa.eu/esco/occupation/5fd69ee2-2042-4280-85e1-8f1462886987
1189,mineral processing engineer,2146,17-2151.00,"mining and geological engineers, including mining safety engineers",['mineral engineer'],0.8224440664052963,2.0,http://data.europa.eu/esco/occupation/62d3f108-ade2-44b5-beeb-d63d0b21268f
1404,petroleum engineer,2146,17-2171.00,petroleum engineers,"['petroleum engineer', 'petroleum engineers', 'reservoir engineer']",0.7990344166755676,2.0,http://data.europa.eu/esco/occupation/7569f423-2c37-49aa-947e-41acb66ec909
1481,mine planning engineer,2146,17-2151.00,"mining and geological engineers, including mining safety engineers",na,0.8698688983917237,2.0,http://data.europa.eu/esco/occupation/7b99007f-c6bf-4703-85d3-f168bc6a9f28
1538,assayer,2146,19-4031.00,chemical technicians,"['assayer', 'chemical analyst', 'gold assayer']",0.77182357609272,1.0,http://data.europa.eu/esco/occupation/808b5940-8092-4f08-bc37-9b60ee5761d8
2233,metallurgist,2146,17-2131.00,materials engineers,"['metallurgist', 'metallurgist', 'physical metallurgist']",0.8511775344610214,2.0,http://data.europa.eu/esco/occupation/bcf8f332-c7e1-4a08-8651-28d668290eaf
2522,mine health and safety engineer,2146,17-2151.00,"mining and geological engineers, including mining safety engineers",['mine safety engineer'],0.8519223749637603,2.0,http://data.europa.eu/esco/occupation/d6d1af75-7811-4914-b16f-50441bcb0e74
24,dismantling engineer,2149,17-3026.00,industrial engineering technicians,na,0.6965088397264481,1.0,http://data.europa.eu/esco/occupation/01989dd8-36c0-43cc-a82d-2bfc409de9c4
157,quantity surveyor,2149,13-1051.00,cost estimators,"['quantity surveyor', 'building estimator']",0.8009293794631958,1.0,http://data.europa.eu/esco/occupation/0cca32c2-9308-4927-adb2-14771ab787f0
880,materials engineer,2149,17-2131.00,materials engineers,['materials engineer'],0.8835261642932891,2.0,http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81
927,aviation ground systems engineer,2149,53-2022.00,airfield operations specialists,na,0.8562032997608184,1.0,http://data.europa.eu/esco/occupation/4daee8bd-8400-4da6-ba52-30d4c193d1a9
1015,robotics engineer,2149,17-2199.08,robotics engineers,['robotics engineer'],0.8586281657218933,2.0,http://data.europa.eu/esco/occupation/551a6797-3ca9-41fc-9dca-9a982a8fd8a6
1340,"textile, leather and footwear researcher",2149,17-2199.04,manufacturing engineers,na,0.6032285809516906,1.0,http://data.europa.eu/esco/occupation/70182f44-e444-4bf3-940f-0c054c1d5917
1421,commissioning engineer,2149,17-2199.02,validation engineers,na,0.8037513256072998,1.0,http://data.europa.eu/esco/occupation/76abbb82-c103-4d7a-a4c0-14dba4d6199a
1905,health and safety engineer,2149,17-2111.01,industrial safety and health engineers,['safety engineer'],0.8889734447002411,2.0,http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab
2023,optical engineer,2149,17-2199.07,photonics engineers,"['optical engineer', 'optics engineer']",0.8615444064140321,2.0,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589
2080,acoustical engineer,2149,27-4014.00,sound engineering technicians,['acoustical engineer'],0.8047665655612946,1.0,http://data.europa.eu/esco/occupation/b065b637-5cb5-44d9-8c39-08004b51734e
2108,energy engineer,2149,17-2199.03,energy engineers,"['energy engineer', 'energy efficiency engineer']",0.867069685459137,2.0,http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672
2378,test engineer,2149,17-2141.00,mechanical engineers,['test engineer'],0.8073100060224533,1.0,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e
2614,patent engineer,2149,17-2199.04,manufacturing engineers,na,0.73886898458004,0.5,http://data.europa.eu/esco/occupation/e047b8f5-9491-4da2-8816-7aa37ad2370d
2868,bioengineer,2149,17-2199.01,biochemical engineers,['bioengineer'],0.8312493026256561,1.0,http://data.europa.eu/esco/occupation/f9433fdb-dde1-46cf-9e91-b49d243946a7
2923,application engineer,2149,17-2141.00,mechanical engineers,['application engineer'],0.8505311071872711,1.0,http://data.europa.eu/esco/occupation/fde4372d-8293-42de-afbb-8b5a9b274fe7
1613,electrical engineer,2151,17-2071.00,electrical engineers,"['electrical engineer', 'electrical design engineer']",0.8783281326293946,2.0,http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22
921,electronics engineer,2152,17-2072.00,"electronics engineers, except computer",na,0.872810998558998,1.0,http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224
43,telecommunications engineer,2153,17-2072.00,"electronics engineers, except computer","['telecommunications engineer', 'communications engineer']",0.8363932430744171,1.0,http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2
1683,architect,2161,17-1011.00,"architects, except landscape and naval","['architect', 'architectural designer']",0.8115579813718796,1.0,http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b
980,landscape architect,2162,17-1012.00,landscape architects,"['landscape architect', 'landscape engineer']",0.8229003190994262,2.0,http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41
1250,textile product developer,2163,27-1021.00,commercial and industrial designers,na,0.767200517654419,1.0,http://data.europa.eu/esco/occupation/6833077e-e521-4605-bc1a-893f4b3d811c
1304,textile colourist,2163,51-6061.00,textile bleaching and dyeing machine operators and tenders,"['colorist dyer', 'color matcher']",0.8081325590610504,1.0,http://data.europa.eu/esco/occupation/6d765c21-267d-4d3d-a989-9b7596670477
2028,industrial designer,2163,27-1021.00,commercial and industrial designers,"['industrial designer', 'product designer', 'packaging designer', 'toy designer']",0.8257919639348983,2.0,http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775
810,land planner,2164,19-3051.00,urban and regional planners,"['city planning engineer', 'urban planner', 'planner', 'city planner']",0.8054669797420502,1.0,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94
1753,transport planner,2164,19-3099.01,transportation planners,2164,0.8247748345136643,1.0,http://data.europa.eu/esco/occupation/93e4e70b-aae4-4fdc-8037-e48e7077564e
2625,urban planner,2164,19-3051.00,urban and regional planners,"['urban planner', 'regional planner', 'city planner']",0.8230293154716491,1.0,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804
458,cadastral technician,2165,17-3031.00,surveying and mapping technicians,na,0.772162276506424,1.0,http://data.europa.eu/esco/occupation/2561879a-dd0a-454e-ae6e-9be6c488eb56
1857,geographic information systems specialist,2165,15-1199.04,geospatial information scientists and technologists,na,0.8218264818191529,1.0,http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa
2052,cartographer,2165,17-1021.00,cartographers and photogrammetrists,"['cartographer', 'cartographic drafter', 'map maker']",0.8495837032794952,2.0,http://data.europa.eu/esco/occupation/ad8ab454-b506-46a5-afd3-66bbffd54115
2540,land surveyor,2165,17-1022.00,surveyors,"['land surveyor', 'surveyor', 'surveyors']",0.8806394994258882,2.0,http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8
218,"gambling, betting, and lottery games designer",2166,15-1199.11,video game designers,na,0.7780863285064697,1.0,http://data.europa.eu/esco/occupation/11830794-108c-48fe-a282-2cd7a2945344
339,illustrator,2166,27-1014.00,multimedia artists and animators,"['illustrator', 'storyboard artist']",0.7391725093126297,1.0,http://data.europa.eu/esco/occupation/1b949bae-882f-40ff-9fe7-3c8ede5e38b5
660,stop-motion animator,2166,27-1014.00,multimedia artists and animators,na,0.6886251986026763,1.0,http://data.europa.eu/esco/occupation/364d9e9f-b14c-4905-b9e5-5de623dba268
856,animator,2166,27-1014.00,multimedia artists and animators,"['animator', 'cartoon animator', 'computer animator', 'animation artist']",0.7871570855379104,2.0,http://data.europa.eu/esco/occupation/48c8eccb-4bd0-487e-a187-4953cbbe956e
1264,graphic designer,2166,27-1024.00,graphic designers,"['graphic designer', 'graphic artist']",0.7991698503494262,1.0,http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2
1445,desktop publisher,2166,43-9031.00,desktop publishers,['electronic publisher'],0.8432888001203536,1.0,http://data.europa.eu/esco/occupation/78216000-edc1-474b-9569-28ed6a657da2
1765,animation layout artist,2166,27-1014.00,multimedia artists and animators,na,0.7601276397705078,2.0,http://data.europa.eu/esco/occupation/951b9d94-9bf1-4771-877d-3a26b75d9e53
2098,special effects artist,2166,27-1014.00,multimedia artists and animators,"['special effects artist', 'visual effects artist', 'special effects technician', 'special effects specialist']",0.8563315689563751,2.0,http://data.europa.eu/esco/occupation/b1c0714d-77f1-4732-8fd8-9f0739fb9974
2203,3D modeller,2166,27-1014.00,multimedia artists and animators,na,0.7916223913431167,2.0,http://data.europa.eu/esco/occupation/bab5fa79-7f96-4e21-87b6-1eba560b8d9a
2391,video designer,2166,27-1024.00,graphic designers,['visual designer'],0.7702595531940459,2.0,http://data.europa.eu/esco/occupation/c995fe34-0909-4ce3-b7b7-97945efede56
2408,art director,2166,27-1011.00,art directors,"['art director', 'creative director', 'designer']",0.8682185471057892,0.5,http://data.europa.eu/esco/occupation/cb93fd23-1f51-4495-867a-936c1967066b
