id,occupation,isco_code,risk,prevalence,risk_category,risk_nonphysical,prevalence_nonphysical,onet_code,onet_occupation,concept_uri,skills_based_sector_code,skills_based_sector,sub_sector_code,sub_sector
1701,roughneck,8113,3.387631,0.768267,Other,3.559346,0.0,47-5071.00,"roustabouts, oil and gas",http://data.europa.eu/esco/occupation/8d765d88-c8d6-406e-8dfe-e37c5aa89be6,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
1702,database designer,2521,3.663115,0.513759,Other,3.739738,0.116657,15-1199.06,database architects,http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427,12,ict workers,12.3,data workers
1705,packaging production manager,2141,3.604836,0.419736,High risk,3.685378,0.149446,17-2112.00,industrial engineers,http://data.europa.eu/esco/occupation/8de99659-5b10-4825-ac67-0c50189bcc3c,5,engineers & researchers,5.2,various engineers & architects
1706,loan officer,3312,3.484457,0.427744,Other,3.501645,0.217895,13-2072.00,loan officers,http://data.europa.eu/esco/occupation/8e185c49-704e-49c0-8584-a7e0b618f628,2,business & administration workers,2.2,accounting & financial services workers
1707,horticulture production team leader,6113,3.520088,0.613449,Other,3.600156,0.19483,37-1012.00,"first-line supervisors of landscaping, lawn service, and groundskeeping workers",http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
1709,real estate agent,3334,3.553666,0.238798,High risk,3.591968,0.201322,41-9022.00,real estate sales agents,http://data.europa.eu/esco/occupation/8ec8df02-e9dd-43b7-b416-5846ae0414ab,2,business & administration workers,2.2,accounting & financial services workers
1712,exhibition registrar,2621,3.308675,0.553205,Other,3.357822,0.410557,25-4012.00,curators,http://data.europa.eu/esco/occupation/8f324afc-6ae8-48f5-af68-0fac08024fd1,6,arts & media workers,6.3,creative managers & graphic designers
1714,laminating machine operator,8171,3.469389,0.745288,Other,3.617885,0.0,51-9191.00,adhesive bonding machine operators and tenders,http://data.europa.eu/esco/occupation/8f654b67-89f8-4669-8c9c-a4875bf22699,4,manufacturing workers,4.4,paper & wood manufacturing workers
1715,coking furnace operator,8131,3.549294,0.540367,Other,3.680247,0.0,51-4051.00,metal-refining furnace operators and tenders,http://data.europa.eu/esco/occupation/8f71761e-6fa5-4237-a240-4d0c7feff026,4,manufacturing workers,4.2,chemical manufacturing workers
1717,move manager,1324,3.614349,0.467055,High risk,3.690439,0.230293,11-3071.03,logistics managers,http://data.europa.eu/esco/occupation/8f928d49-da89-4d07-9123-2151a4d276d4,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
1718,automated cable vehicle controller,8343,3.180051,0.922224,Low risk,3.362414,0.0,53-7041.00,hoist and winch operators,http://data.europa.eu/esco/occupation/8f9b20ff-86b3-478c-8054-73a220973d6f,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
1720,electrolytic cell maker,8114,3.532202,0.890875,Other,3.702128,0.0,51-9195.07,molding and casting workers,http://data.europa.eu/esco/occupation/8fdce434-caaa-42c7-a77c-7ba8d1cbc4be,4,manufacturing workers,4.2,chemical manufacturing workers
1721,intercultural communication consultant,2432,3.421848,0.652853,Other,3.462399,0.244249,27-3031.00,public relations specialists,http://data.europa.eu/esco/occupation/903dc1bf-2da8-477d-83b2-687d360cf1da,2,business & administration workers,2.5,public officials
1724,cook,5120,3.355197,0.667462,Other,3.442833,0.134924,35-2012.00,"cooks, institution and cafeteria",http://data.europa.eu/esco/occupation/90f75f67-495d-49fa-ab57-2f320e251d7e,3,sales & services workers,3.1,"food, cleaning & services workers"
1725,aircraft maintenance technician,7232,3.332598,0.769563,Other,3.481839,0.055998,49-3011.00,aircraft mechanics and service technicians,http://data.europa.eu/esco/occupation/91373a70-79b6-47a2-aa50-07dfe20dd258,1,"technicians, construction, transport & security workers",1.1,engineering technicians
1726,starch extraction operator,8160,3.459233,0.817627,Other,3.616166,0.0,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/9161b2df-624c-4f5e-ad6c-0392439fa5c3,9,food & tobacco production workers,9.2,food & tobacco production operators
1729,leather goods industrial engineer,2141,3.604836,0.419736,High risk,3.685378,0.149446,17-2112.00,industrial engineers,http://data.europa.eu/esco/occupation/91d0f74b-8612-49cc-a7da-83ee3c4b94d9,8,"textile, clothing, leather & footwear manufacturing workers",8.1,shoe & leather manufacturing workers
1730,printed circuit board designer,3118,3.549298,0.757212,Other,3.647994,0.271635,17-3012.01,electronic drafters,http://data.europa.eu/esco/occupation/91e35fd9-ac59-48ef-8416-c06a201b2da8,5,engineers & researchers,5.3,"mechanical engineers, designers & drafters"
1732,rail intermodal equipment operator,9333,3.232649,0.923015,Low risk,3.407459,0.039449,47-4061.00,rail-track laying and maintenance equipment operators,http://data.europa.eu/esco/occupation/92371348-ef8f-41ce-9666-c903b57cc8b4,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
1733,clothing cutter,7532,3.691848,0.554553,Other,3.834578,0.060081,51-6092.00,fabric and apparel patternmakers,http://data.europa.eu/esco/occupation/928dd410-c74b-4dab-94b8-fcbdcf541bd1,8,"textile, clothing, leather & footwear manufacturing workers",8.3,clothing manufacturing workers
1734,prosthetist-orthotist,3214,3.34681,0.627092,Other,3.431563,0.0,29-2091.00,orthotists and prosthetists,http://data.europa.eu/esco/occupation/929b5c9d-2fbf-44f2-980d-2ac6c0dc212f,11,healthcare workers,11.2,healthcare technicians & scientists
1735,legal assistant,3411,3.450818,0.320732,Other,3.45815,0.320732,23-2011.00,paralegals and legal assistants,http://data.europa.eu/esco/occupation/929ef41d-afd0-4d5a-b85b-69eab68fa368,2,business & administration workers,2.3,"assistants, clerks & legal workers"
1738,waiting list coordinator,3252,3.450266,0.300477,Other,3.524036,0.083902,29-1069.03,hospitalists,http://data.europa.eu/esco/occupation/92be1fac-97c4-4d4d-ada7-f6aa07d6f316,11,healthcare workers,11.4,healthcare administrators & assistants
1739,window cleaner,9123,3.376025,0.921454,Low risk,3.515713,0.14994,37-2011.00,"janitors and cleaners, except maids and housekeeping cleaners",http://data.europa.eu/esco/occupation/92cba6b4-8fca-49bb-b68c-45c5096fedc9,3,sales & services workers,3.1,"food, cleaning & services workers"
1740,mattress maker,7534,3.386437,0.751438,Other,3.53594,0.0,51-6093.00,upholsterers,http://data.europa.eu/esco/occupation/92dc335d-a116-416f-ad2b-257e5382e574,8,"textile, clothing, leather & footwear manufacturing workers",8.3,clothing manufacturing workers
1741,crisis helpline operator,3412,3.539648,0.336794,High risk,3.591017,0.076894,21-1093.00,social and human service assistants,http://data.europa.eu/esco/occupation/92df4ee3-bce3-45f6-a693-597df1b96f43,14,social workers,14.1,social workers
1744,hand luggage inspector,3351,3.512481,0.359925,Other,3.599601,0.084034,33-9093.00,transportation security screeners,http://data.europa.eu/esco/occupation/933d02c0-3dfa-418f-9c2d-470b525cc42c,1,"technicians, construction, transport & security workers",1.4,transport & security workers
1746,travel agency manager,1439,3.597477,0.544798,Other,3.664187,0.236134,11-2022.00,sales managers,http://data.europa.eu/esco/occupation/9358775a-3769-4327-bf25-6c0d9d69d192,3,sales & services workers,3.3,shop & services managers
1747,canning and bottling line operator,8183,3.435916,0.475199,Other,3.558735,0.0,51-9111.00,packaging and filling machine operators and tenders,http://data.europa.eu/esco/occupation/9388a977-6f79-4509-81aa-026bc49e1919,9,food & tobacco production workers,9.2,food & tobacco production operators
1748,weaving machine operator,8152,3.538187,0.698649,Other,3.691471,0.0,51-6063.00,"textile knitting and weaving machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/939e05ea-2589-4e3c-a501-eea2bdd6864a,8,"textile, clothing, leather & footwear manufacturing workers",8.2,textile workers
1749,drop forging hammer worker,7221,3.499066,0.853033,Other,3.668967,0.0,51-4022.00,"forging machine setters, operators, and tenders, metal and plastic",http://data.europa.eu/esco/occupation/93a8bd5f-c268-46f5-8461-1138a9a96189,4,manufacturing workers,4.1,metal workers & machine operators
1752,animal facility manager,1120,3.472929,0.233985,Other,3.53142,0.124119,11-1021.00,general and operations managers,http://data.europa.eu/esco/occupation/93dfef83-579c-4bef-b0ba-d41ee9cbda85,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
1753,transport planner,2164,3.52821,0.526665,Other,3.573046,0.157872,19-3099.01,transportation planners,http://data.europa.eu/esco/occupation/93e4e70b-aae4-4fdc-8037-e48e7077564e,5,engineers & researchers,5.1,researchers & science technicians
1755,insurance claims manager,1346,3.549063,0.293139,High risk,3.576317,0.293139,11-3031.02,"financial managers, branch or department",http://data.europa.eu/esco/occupation/942211c1-b534-4a14-ae85-38ea44c2d14b,2,business & administration workers,2.2,accounting & financial services workers
1756,marine electrician,7412,3.461898,0.937597,Other,3.636502,0.0,49-2093.00,"electrical and electronics installers and repairers, transportation equipment",http://data.europa.eu/esco/occupation/9422c30d-c5ef-4fcc-a493-d67ee42189c0,1,"technicians, construction, transport & security workers",1.1,engineering technicians
1757,massage therapist,3255,2.780475,1.0,Low risk,2.87115,0.382481,31-9011.00,massage therapists,http://data.europa.eu/esco/occupation/9487f835-b5a9-4742-8ecf-35520911e28c,11,healthcare workers,11.3,naturopathic & physical therapists
1759,wicker furniture maker,7317,3.353846,0.839004,Low risk,3.473336,0.056577,51-7021.00,furniture finishers,http://data.europa.eu/esco/occupation/949bccd9-e1d2-4c57-b787-53b451aa1354,4,manufacturing workers,4.3,craftspersons & carpenters
1763,sculptor,2651,3.51819,0.839786,Other,3.596445,0.132277,27-1013.00,"fine artists, including painters, sculptors, and illustrators",http://data.europa.eu/esco/occupation/94d94bd0-9ac3-4bd8-81c0-c3fdf551aa16,6,arts & media workers,6.5,fine artists
1764,department manager,1219,3.330145,0.614912,Other,3.35546,0.312646,11-3011.00,administrative services managers,http://data.europa.eu/esco/occupation/94e0bedd-e56e-42be-a5a4-b74a260f437c,2,business & administration workers,2.4,business managers
1765,animation layout artist,2166,3.738221,0.469055,High risk,3.787263,0.061424,27-1014.00,multimedia artists and animators,http://data.europa.eu/esco/occupation/951b9d94-9bf1-4771-877d-3a26b75d9e53,6,arts & media workers,6.3,creative managers & graphic designers
1766,live animal transporter,8332,3.405051,0.78631,Other,3.523476,0.035927,53-3032.00,heavy and tractor-trailer truck drivers,http://data.europa.eu/esco/occupation/952aa13c-731f-4add-98d1-66b59f70e607,13,animal care & husbandry workers,13.1,animal care workers & trainers  
1767,dairy processing technician,3122,3.403775,0.552157,Other,3.511425,0.0,51-1011.00,first-line supervisors of production and operating workers,http://data.europa.eu/esco/occupation/952c766a-db5c-42b2-809d-d14cbb02cdb6,9,food & tobacco production workers,9.3,food & tobacco production specialists
1769,mining equipment mechanic,7233,3.36473,0.901627,Low risk,3.529237,0.0,49-3042.00,"mobile heavy equipment mechanics, except engines",http://data.europa.eu/esco/occupation/955ae83a-4d91-4db8-a5d6-bd489e5058df,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians
1771,slitter operator,8189,3.440013,0.679387,Other,3.569841,0.035474,51-4031.00,"cutting, punching, and press machine setters, operators, and tenders, metal and plastic",http://data.europa.eu/esco/occupation/95a6ecd2-a140-4861-aad7-dcb8cfc1c9a3,4,manufacturing workers,4.1,metal workers & machine operators
1772,upholsterer,7534,3.386437,0.751438,Other,3.53594,0.0,51-6093.00,upholsterers,http://data.europa.eu/esco/occupation/95a89206-4dc8-4753-a5d9-bc14a0e5f7ca,8,"textile, clothing, leather & footwear manufacturing workers",8.3,clothing manufacturing workers
1774,midwife,2222,3.426712,0.501977,Other,3.48533,0.105315,29-1161.00,nurse midwives,http://data.europa.eu/esco/occupation/95cda6a9-a70a-4a93-9442-11d573cb4a02,11,healthcare workers,11.1,doctors & specialist therapists
1778,manufactured wooden building assembler,7119,3.407672,0.927055,Other,3.572202,0.09149,49-9095.00,manufactured building and mobile home installers,http://data.europa.eu/esco/occupation/95da5e1b-cc1e-46bd-96c4-81d4f7003080,4,manufacturing workers,4.3,craftspersons & carpenters
1779,cabin crew manager,5111,3.544405,0.345951,High risk,3.589868,0.080106,53-2031.00,flight attendants,http://data.europa.eu/esco/occupation/95f56fc4-99f9-49da-b942-1dfbc857e933,3,sales & services workers,3.1,"food, cleaning & services workers"
1781,casino cashier,4212,3.59102,0.331705,High risk,3.672254,0.108207,41-2012.00,gaming change persons and booth cashiers,http://data.europa.eu/esco/occupation/961cbd1f-2a9b-4756-b227-67a1c23c94b6,3,sales & services workers,3.2,customer representatives
1783,cake press operator,8142,3.450303,0.809369,Other,3.59229,0.0,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/96514fed-b9a9-4df3-ab0b-20676369297d,4,manufacturing workers,4.2,chemical manufacturing workers
1784,railway passenger service agent,5112,3.379551,0.526962,Other,3.419812,0.230755,53-6061.00,"transportation attendants, except flight attendants",http://data.europa.eu/esco/occupation/9653fb92-ad48-4865-a471-f270302fa93b,3,sales & services workers,3.2,customer representatives
1785,conceptual artist,2651,3.51819,0.839786,Other,3.596445,0.132277,27-1013.00,"fine artists, including painters, sculptors, and illustrators",http://data.europa.eu/esco/occupation/969f8af0-3c0d-403a-9c16-a6fb76c6b443,6,arts & media workers,6.5,fine artists
1786,quick service restaurant crew member,9411,3.409958,0.367506,Other,3.493807,0.0,35-2015.00,"cooks, short order",http://data.europa.eu/esco/occupation/96a0d8d3-d4a6-473d-80d6-b5dbadde940a,3,sales & services workers,3.1,"food, cleaning & services workers"
1787,collection manager,2621,3.308675,0.553205,Other,3.357822,0.410557,25-4012.00,curators,http://data.europa.eu/esco/occupation/96be6ac3-5932-4bfc-933d-84b267d0d486,6,arts & media workers,6.3,creative managers & graphic designers
1790,user interface designer,2513,3.551237,0.374432,High risk,3.579919,0.218282,15-1134.00,web developers,http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890,12,ict workers,12.2,developers & testers
1792,language school teacher,2353,3.452185,0.585008,Other,3.493874,0.358827,25-3011.00,adult basic and secondary education and literacy teachers and instructors,http://data.europa.eu/esco/occupation/9711dcfc-d9a8-4fba-9c5e-8428d8bcb53e,7,education workers,7.1,instructors & vocational teachers
1793,data centre operator,3511,3.486774,0.413744,Other,3.533578,0.273042,43-9011.00,computer operators,http://data.europa.eu/esco/occupation/9729c0f3-c9bc-482e-ac59-a82ec3b67ba3,12,ict workers,12.3,data workers
1798,lawyer,2611,3.471882,0.255443,Other,3.505303,0.255443,23-1011.00,lawyers,http://data.europa.eu/esco/occupation/974d4eab-fbee-4c52-b16e-73bdd8c25b53,2,business & administration workers,2.3,"assistants, clerks & legal workers"
1799,distillery worker,8160,3.459233,0.817627,Other,3.616166,0.0,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/9757122b-1161-4f4a-8286-a603d4ad7012,9,food & tobacco production workers,9.2,food & tobacco production operators
1801,chipper operator,8172,3.432102,0.77039,Other,3.584652,0.0,51-7042.00,"woodworking machine setters, operators, and tenders, except sawing",http://data.europa.eu/esco/occupation/976c739f-fec7-45c2-b12e-e1b496aa816b,4,manufacturing workers,4.4,paper & wood manufacturing workers
1803,special educational needs teacher,2352,3.497312,0.460397,Other,3.556016,0.208252,25-2054.00,"special education teachers, secondary school",http://data.europa.eu/esco/occupation/976cbfcc-8958-4800-a435-71d15405a42a,7,education workers,7.2,teachers & childcare workers
1804,patient transport services driver,8322,3.495185,0.672349,Other,3.588372,0.104422,53-3011.00,"ambulance drivers and attendants, except emergency medical technicians",http://data.europa.eu/esco/occupation/976f752c-5f10-42ca-84fb-89aa529af04f,1,"technicians, construction, transport & security workers",1.4,transport & security workers
1805,production potter,7314,3.473415,0.873659,Other,3.654614,0.0,51-9195.05,"potters, manufacturing",http://data.europa.eu/esco/occupation/97896345-d102-4549-97a5-8851979e6938,4,manufacturing workers,4.1,metal workers & machine operators
1806,tailor,7531,3.490074,0.730985,Other,3.604549,0.043068,51-6052.00,"tailors, dressmakers, and custom sewers",http://data.europa.eu/esco/occupation/978ae3a2-0831-415a-8396-b84dde656fc5,8,"textile, clothing, leather & footwear manufacturing workers",8.3,clothing manufacturing workers
1807,gas service technician,7126,3.402285,0.742948,Other,3.544667,0.0,51-8092.00,gas plant operators,http://data.europa.eu/esco/occupation/97b3cab1-f4f0-41ed-8c80-e65e6c067e95,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
1808,leather production planner,2141,3.604836,0.419736,High risk,3.685378,0.149446,17-2112.00,industrial engineers,http://data.europa.eu/esco/occupation/97d65832-3817-4ded-946b-cfc4a0237b9a,8,"textile, clothing, leather & footwear manufacturing workers",8.1,shoe & leather manufacturing workers
1812,router operator,7223,3.433129,0.589883,Other,3.549538,0.0,51-4035.00,"milling and planing machine setters, operators, and tenders, metal and plastic",http://data.europa.eu/esco/occupation/98164d70-93a8-409c-aa9f-7d56314f4d7f,4,manufacturing workers,4.1,metal workers & machine operators
1813,activism officer,2432,3.421848,0.652853,Other,3.462399,0.244249,27-3031.00,public relations specialists,http://data.europa.eu/esco/occupation/98358049-fbcd-479e-a644-e92bde5af2e0,2,business & administration workers,2.4,business managers
1814,medical records manager,3252,3.39286,0.452925,Other,3.446876,0.134994,29-2071.00,medical records and health information technicians,http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d,11,healthcare workers,11.4,healthcare administrators & assistants
1815,thanatology researcher,2632,3.50094,0.477694,Other,3.564085,0.165614,19-3041.00,sociologists,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b,5,engineers & researchers,5.1,researchers & science technicians
1817,wind turbine technician,7412,3.291465,1.0,Low risk,3.452279,0.0,49-9081.00,wind turbine service technicians,http://data.europa.eu/esco/occupation/98562ce3-9632-4226-b129-c67eb9c54f0f,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
1820,interior landscaper,6113,3.352259,0.737935,Other,3.420797,0.153114,17-1012.00,landscape architects,http://data.europa.eu/esco/occupation/98af7387-3974-457a-aa57-5397d1ea3949,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
1823,tyre fitter,7231,3.238729,0.968367,Low risk,3.415291,0.0,49-3093.00,tire repairers and changers,http://data.europa.eu/esco/occupation/98c429ad-128e-467e-803a-9a6dc1ceed72,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
1824,after-sales service technician,2433,3.575272,0.215573,High risk,3.621545,0.153123,41-4011.00,"sales representatives, wholesale and manufacturing, technical and scientific products",http://data.europa.eu/esco/occupation/98e58946-3227-4f6c-a5d1-5892fe76883d,3,sales & services workers,3.2,customer representatives
1829,block machine operator,8114,3.532202,0.890875,Other,3.702128,0.0,51-9195.07,molding and casting workers,http://data.europa.eu/esco/occupation/990738f4-587c-4045-a10f-e3c1c019220e,4,manufacturing workers,4.2,chemical manufacturing workers
1830,asbestos abatement worker,7133,3.680699,0.947499,Other,3.906268,0.095069,47-4041.00,hazardous materials removal workers,http://data.europa.eu/esco/occupation/990bfa45-5001-4365-93b6-daf01a03b4cd,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
1831,economist,2631,3.463072,0.36252,Other,3.480964,0.175564,19-3011.00,economists,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,5,engineers & researchers,5.1,researchers & science technicians
1834,glass annealer,8181,3.450916,0.733624,Other,3.579316,0.0,51-9051.00,"furnace, kiln, oven, drier, and kettle operators and tenders",http://data.europa.eu/esco/occupation/9980a417-f990-495a-ae11-66a112737f3b,4,manufacturing workers,4.2,chemical manufacturing workers
1835,quality engineering technician,3119,3.547402,0.53888,Other,3.648847,0.139306,17-2199.02,validation engineers,http://data.europa.eu/esco/occupation/998a0bf4-b1be-42ab-aee5-0096c9be3319,1,"technicians, construction, transport & security workers",1.1,engineering technicians
1836,script supervisor,3435,3.537045,0.500169,Other,3.62069,0.257407,27-2012.01,producers,http://data.europa.eu/esco/occupation/99b096eb-a628-4e69-a79b-0563f2ed1b93,6,arts & media workers,6.3,creative managers & graphic designers
1838,veterinary technician,3240,3.534712,0.672782,Other,3.6274,0.104812,29-2056.00,veterinary technologists and technicians,http://data.europa.eu/esco/occupation/99ebf2c2-1811-4c77-b2e6-7008cba29ea0,13,animal care & husbandry workers,13.1,animal care workers & trainers  
1840,sign language interpreter,2643,3.517103,0.690909,Other,3.476482,0.690909,27-3091.00,interpreters and translators,http://data.europa.eu/esco/occupation/9a2147aa-a72f-4f83-8653-c3f50d4e1e73,6,arts & media workers,6.2,"journalists, publishers & composers"
1841,special educational needs coordinator,2351,3.372089,0.601735,Other,3.366358,0.548983,25-9031.00,instructional coordinators,http://data.europa.eu/esco/occupation/9a26d76b-b9e3-46ae-ab4b-057a1262138b,7,education workers,7.4,education administrators
1843,aircraft pilot,3153,3.44162,0.735187,Other,3.557945,0.156347,53-2011.00,"airline pilots, copilots, and flight engineers",http://data.europa.eu/esco/occupation/9a4ba556-e72b-49c2-834c-d6a03a2fc906,1,"technicians, construction, transport & security workers",1.4,transport & security workers
1849,electrical engineering technician,3113,3.458955,0.578319,Other,3.544392,0.165169,17-3023.03,electrical engineering technicians,http://data.europa.eu/esco/occupation/9aa2a36f-296e-45fe-9798-b7839e0ed389,1,"technicians, construction, transport & security workers",1.1,engineering technicians
1850,vending machine operator,9623,3.359499,0.677204,Other,3.458624,0.0,49-9091.00,"coin, vending, and amusement machine servicers and repairers",http://data.europa.eu/esco/occupation/9ab02537-920a-4549-9711-fd999fd40c28,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
1851,file clerk,4415,3.729087,0.350007,High risk,3.791821,0.234971,43-4071.00,file clerks,http://data.europa.eu/esco/occupation/9ab0f0db-1128-4050-becd-b09db5eabdaa,2,business & administration workers,2.3,"assistants, clerks & legal workers"
1853,lighting technician,3435,3.48909,0.762203,Other,3.585009,0.110144,27-4011.00,audio and video equipment technicians,http://data.europa.eu/esco/occupation/9ac10bde-93a0-4570-afc2-e2b6cf46d8d2,6,arts & media workers,6.1,art & media technicians
1854,fat-purification worker,8160,3.459233,0.817627,Other,3.616166,0.0,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/9ae8251e-cb8e-4324-9d77-d967d43e6b46,9,food & tobacco production workers,9.2,food & tobacco production operators
1855,dairy processing operator,8160,3.459233,0.817627,Other,3.616166,0.0,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/9aeefea6-11c3-4479-b703-902ee84787d7,9,food & tobacco production workers,9.2,food & tobacco production operators
1856,fashion model,5241,3.477448,0.078265,Other,3.550032,0.0,41-9012.00,models,http://data.europa.eu/esco/occupation/9af5fd79-d76e-4343-bc13-ff2d172aec62,6,arts & media workers,6.4,perfomers
1857,geographic information systems specialist,2165,3.452586,0.486545,Other,3.484317,0.321335,15-1199.04,geospatial information scientists and technologists,http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa,5,engineers & researchers,5.1,researchers & science technicians
1858,tourist information officer,4221,3.62031,0.364429,High risk,3.720628,0.065969,43-4181.00,reservation and transportation ticket agents and travel clerks,http://data.europa.eu/esco/occupation/9b35eab1-2adc-4057-a620-181862656a19,3,sales & services workers,3.1,"food, cleaning & services workers"
1859,set buyer,3323,3.559896,0.384884,High risk,3.635773,0.158545,43-3061.00,procurement clerks,http://data.europa.eu/esco/occupation/9b3c6dd8-4d3b-4a12-8bb8-55bb2e92c3a6,6,arts & media workers,6.3,creative managers & graphic designers
1860,education inspector,2351,3.372089,0.601735,Other,3.366358,0.548983,25-9031.00,instructional coordinators,http://data.europa.eu/esco/occupation/9b51a2d2-999a-43a6-a814-63dd30a585fa,7,education workers,7.4,education administrators
1861,specialised doctor,2212,3.409189,0.473423,Other,3.487944,0.085578,29-1067.00,surgeons,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,11,healthcare workers,11.1,doctors & specialist therapists
1862,sales assistant,5223,3.578497,0.241128,High risk,3.651823,0.103437,41-2031.00,retail salespersons,http://data.europa.eu/esco/occupation/9ba74e8a-c40c-4228-9998-eb3c7a5c11df,3,sales & services workers,3.4,retail & sales workers
1869,customer experience manager,2431,3.596983,0.569664,Other,3.653929,0.279415,43-4051.00,customer service representatives,http://data.europa.eu/esco/occupation/9c9752b7-3e3b-4a08-8553-b63a013f8072,2,business & administration workers,2.4,business managers
1872,chief conductor,5112,3.339061,0.704369,Other,3.427728,0.095952,53-4031.00,railroad conductors and yardmasters,http://data.europa.eu/esco/occupation/9cee6106-04cf-401a-ae4c-b4b8652d6915,1,"technicians, construction, transport & security workers",1.4,transport & security workers
1873,contact centre supervisor,3341,3.575837,0.636072,Other,3.648317,0.407923,43-1011.00,first-line supervisors of office and administrative support workers,http://data.europa.eu/esco/occupation/9d2aae3e-cbfe-409f-86cc-7cef9cd0435a,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
1875,ship assistant engineer,3151,3.384316,0.749774,Other,3.514905,0.055807,53-5031.00,ship engineers,http://data.europa.eu/esco/occupation/9dbbeb2c-0d51-4c03-8ef6-8dfa7360db22,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
1880,public affairs consultant,2432,3.421848,0.652853,Other,3.462399,0.244249,27-3031.00,public relations specialists,http://data.europa.eu/esco/occupation/9e285322-2cfa-430f-9b66-41be57d698e2,2,business & administration workers,2.5,public officials
1881,ICT system administrator,2522,3.593187,0.249685,High risk,3.631326,0.045766,15-1142.00,network and computer systems administrators,http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,12,ict workers,12.1,"ict system engineers, adminstrators & managers"
1882,central bank governor,1112,3.49985,0.356627,Other,3.548024,0.193053,11-1011.00,chief executives,http://data.europa.eu/esco/occupation/9e4269d5-e10e-4f49-ac99-65c833f933a2,2,business & administration workers,2.2,accounting & financial services workers
1884,ICT trainer,2356,3.508699,0.454391,Other,3.563376,0.140105,13-1151.00,training and development specialists,http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910,7,education workers,7.1,instructors & vocational teachers
1885,shop manager,1420,3.409419,0.496551,Other,3.441776,0.394505,41-1011.00,first-line supervisors of retail sales workers,http://data.europa.eu/esco/occupation/9e81adde-9983-44fa-b74b-c548d0dbfbdd,3,sales & services workers,3.3,shop & services managers
1886,digital games developer,2513,3.529522,0.712899,Other,3.575926,0.153426,15-1199.11,video game designers,http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81,12,ict workers,12.2,developers & testers
1887,artisan papermaker,7317,3.43458,0.851567,Other,3.528424,0.065372,27-1012.00,craft artists,http://data.europa.eu/esco/occupation/9efbe0de-37c0-4cc2-a1e6-a916eb4ecaa2,4,manufacturing workers,4.3,craftspersons & carpenters
1889,product manager,1223,3.525315,0.138942,Other,3.542136,0.039364,11-2021.00,marketing managers,http://data.europa.eu/esco/occupation/9f508305-80ce-4111-8722-f2c9b4a44890,2,business & administration workers,2.4,business managers
1890,leaf tier,7516,3.313759,0.888291,Low risk,3.476326,0.0,53-7062.00,"laborers and freight, stock, and material movers, hand",http://data.europa.eu/esco/occupation/9f686e81-c236-42cb-b848-1918eb36e16a,9,food & tobacco production workers,9.1,food & tobacco production workers
1893,stone splitter,8114,3.398911,0.822131,Low risk,3.54217,0.0,51-9032.00,"cutting and slicing machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/a001cf0d-b0eb-420a-a110-9408448ba8b8,4,manufacturing workers,4.4,paper & wood manufacturing workers
