id,occupation,isco_code,risk,prevalence,risk_category,risk_nonphysical,prevalence_nonphysical,onet_code,onet_occupation,concept_uri,skills_based_sector_code,skills_based_sector,sub_sector_code,sub_sector
733,vehicle rental agent,5249,3.68261,0.128359,High risk,3.732085,0.128359,41-2021.00,counter and rental clerks,http://data.europa.eu/esco/occupation/3cc87d40-f402-4f57-9353-4b36a031cfc5,3,sales & services workers,3.2,customer representatives
734,telecommunications manager,1330,3.54796,0.301623,High risk,3.609525,0.0,11-3021.00,computer and information systems managers,http://data.europa.eu/esco/occupation/3ce4691e-ecea-4278-939e-b89ab01087b8,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
736,criminal investigator,3355,3.463066,0.304999,Other,3.542151,0.047836,33-3021.03,criminal investigators and special agents,http://data.europa.eu/esco/occupation/3cee6bea-4a19-4511-9bbb-fdf820857555,1,"technicians, construction, transport & security workers",1.4,transport & security workers
737,learning mentor,2359,3.497312,0.460397,Other,3.556016,0.208252,25-2054.00,"special education teachers, secondary school",http://data.europa.eu/esco/occupation/3d0f86c1-9bdd-4e84-bc62-93a716128c8d,7,education workers,7.2,teachers & childcare workers
738,database integrator,2521,3.561398,0.556748,Other,3.636276,0.173333,15-1141.00,database administrators,http://data.europa.eu/esco/occupation/3d190639-90f8-4402-b1b3-a104a17e0d67,12,ict workers,12.3,data workers
742,coffee taster,7515,3.40361,0.483694,Other,3.495159,0.0,45-2041.00,"graders and sorters, agricultural products",http://data.europa.eu/esco/occupation/3d7b36e2-bfb8-4b67-9585-6787c1dda13e,9,food & tobacco production workers,9.3,food & tobacco production specialists
744,airport baggage handler,9333,3.313759,0.888291,Low risk,3.476326,0.0,53-7062.00,"laborers and freight, stock, and material movers, hand",http://data.europa.eu/esco/occupation/3d974e0c-8ed9-47a7-aec2-ebdb34391c87,1,"technicians, construction, transport & security workers",1.4,transport & security workers
745,leather production machine operator,8155,3.47471,0.837314,Other,3.622033,0.0,51-6042.00,shoe machine operators and tenders,http://data.europa.eu/esco/occupation/3da8ee8c-ab60-4feb-ab5b-3ba31ef9ec1f,8,"textile, clothing, leather & footwear manufacturing workers",8.1,shoe & leather manufacturing workers
749,bathroom fitter,7126,3.396857,0.951125,Low risk,3.53173,0.118391,47-2152.02,plumbers,http://data.europa.eu/esco/occupation/3df28a39-9bfe-4e36-b394-a189ef967a74,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
750,leather goods machine operator,8156,3.47471,0.837314,Other,3.622033,0.0,51-6042.00,shoe machine operators and tenders,http://data.europa.eu/esco/occupation/3e0b4b9b-b624-4ceb-9bc9-9627cdfb0b81,8,"textile, clothing, leather & footwear manufacturing workers",8.1,shoe & leather manufacturing workers
752,political campaign officer,2432,3.470251,0.569008,Other,3.507371,0.122438,19-3094.00,political scientists,http://data.europa.eu/esco/occupation/3e213d52-e7a0-4980-99d9-23da1f717f50,2,business & administration workers,2.5,public officials
753,electrical equipment assembler,8212,3.417949,0.809562,Other,3.550597,0.057883,51-2022.00,electrical and electronic equipment assemblers,http://data.europa.eu/esco/occupation/3e524c3e-3ee8-47dd-8463-2c2a41b548bf,1,"technicians, construction, transport & security workers",1.1,engineering technicians
756,ICT technician,3512,3.370189,0.320601,Other,3.367798,0.202122,15-1151.00,computer user support specialists,http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c,12,ict workers,12.1,"ict system engineers, adminstrators & managers"
757,sports coach,3422,3.272073,0.436487,Other,3.342839,0.02914,27-2022.00,coaches and scouts,http://data.europa.eu/esco/occupation/3e9c1262-4fe2-4eb1-bf94-4fe64498393a,7,education workers,7.1,instructors & vocational teachers
758,stone planer,8112,3.442104,0.760449,Other,3.585861,0.0,51-9021.00,"crushing, grinding, and polishing machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/3e9c6f2a-dc20-4366-aeb9-99dffd635b4c,4,manufacturing workers,4.1,metal workers & machine operators
762,lottery cashier,5230,3.59102,0.331705,High risk,3.672254,0.108207,41-2012.00,gaming change persons and booth cashiers,http://data.europa.eu/esco/occupation/3f32394b-f1b1-48ef-96ee-74405fb7c6b6,3,sales & services workers,3.2,customer representatives
764,construction safety manager,3112,3.24552,0.75449,Other,3.336315,0.175482,29-9011.00,occupational health and safety specialists,http://data.europa.eu/esco/occupation/3f54ceba-3c4e-4ba1-8ddb-9e49a881a60a,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
765,court administrator,1349,3.330145,0.614912,Other,3.35546,0.312646,11-3011.00,administrative services managers,http://data.europa.eu/esco/occupation/3f6fc9db-18c1-45e8-819e-baf7b6cfe372,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
769,drilling engineer,2146,3.423477,0.585444,Other,3.511229,0.174207,17-2171.00,petroleum engineers,http://data.europa.eu/esco/occupation/3f863faa-c045-4f05-a419-b19182aea866,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians
770,humanitarian advisor,2422,3.539648,0.336794,High risk,3.591017,0.076894,21-1093.00,social and human service assistants,http://data.europa.eu/esco/occupation/3fa31588-2e4d-49c3-b839-4b615cc62742,14,social workers,14.1,social workers
774,mediator,2619,3.331005,0.257679,Other,3.319859,0.257679,23-1022.00,"arbitrators, mediators, and conciliators",http://data.europa.eu/esco/occupation/403be630-8d1e-43b7-9f07-098aca5bb689,2,business & administration workers,2.3,"assistants, clerks & legal workers"
775,government minister,1111,3.49985,0.356627,Other,3.548024,0.193053,11-1011.00,chief executives,http://data.europa.eu/esco/occupation/404a50e9-61ce-448d-a695-bbfc697a0727,2,business & administration workers,2.5,public officials
776,production supervisor,3122,3.403775,0.552157,Other,3.511425,0.0,51-1011.00,first-line supervisors of production and operating workers,http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
777,explosives engineer,2146,3.301207,0.662367,Other,3.371848,0.074683,17-2041.00,chemical engineers,http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians
778,body artist,3435,3.261802,0.903281,Low risk,3.372541,0.052522,39-5091.00,"makeup artists, theatrical and performance",http://data.europa.eu/esco/occupation/40da2fc6-8cb4-4cd3-8fe3-899715905070,3,sales & services workers,3.1,"food, cleaning & services workers"
779,bleacher operator,8171,3.452206,0.773837,Other,3.592628,0.0,51-9196.00,"paper goods machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/41535a7d-f2ed-4937-9b7e-3b14c8c755b3,4,manufacturing workers,4.4,paper & wood manufacturing workers
780,network marketer,2431,3.624351,0.693035,Other,3.636619,0.465946,13-1161.00,market research analysts and marketing specialists,http://data.europa.eu/esco/occupation/4163b31e-440b-4991-b5c3-48d0515250ef,3,sales & services workers,3.2,customer representatives
781,decorative painter,7316,3.492776,0.861219,Other,3.6291,0.0,51-9123.00,"painting, coating, and decorating workers",http://data.europa.eu/esco/occupation/41a51397-089d-459d-9b7e-f1cdee5ad6bb,6,arts & media workers,6.5,fine artists
782,ceiling installer,7123,3.333303,0.833261,Low risk,3.506402,0.0,47-2081.00,drywall and ceiling tile installers,http://data.europa.eu/esco/occupation/41a8e7c8-e1d8-4984-9b3c-dbbad1699f83,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
783,fuel station specialised seller,5245,3.390518,0.59157,Other,3.487875,0.0,53-6031.00,automotive and watercraft service attendants,http://data.europa.eu/esco/occupation/41beead9-98ad-4c89-b6e0-a14149f4eeab,3,sales & services workers,3.4,retail & sales workers
784,derrickhand,8113,3.382802,0.868288,Low risk,3.563365,0.0,47-5011.00,"derrick operators, oil and gas",http://data.europa.eu/esco/occupation/41d4be58-3111-48b5-814a-83117983dd16,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
785,corrosion technician,3112,3.399187,0.824875,Low risk,3.510596,0.295868,47-4011.00,construction and building inspectors,http://data.europa.eu/esco/occupation/41d609a1-62df-4cec-ac71-6434e545a729,1,"technicians, construction, transport & security workers",1.1,engineering technicians
786,product development engineering technician,3119,3.403718,0.562922,Other,3.484973,0.172092,17-3029.06,manufacturing engineering technologists,http://data.europa.eu/esco/occupation/42381741-f3a7-4b26-b35c-da6fad9f1cfd,5,engineers & researchers,5.3,"mechanical engineers, designers & drafters"
789,underground heavy equipment operator,8111,3.491384,0.950982,Other,3.704466,0.0,47-5042.00,mine cutting and channeling machine operators,http://data.europa.eu/esco/occupation/425f4904-3a7a-4ad0-ac5b-42b38392f768,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians
790,grader operator,8342,3.420186,1.0,Other,3.599245,0.097091,47-2073.00,operating engineers and other construction equipment operators,http://data.europa.eu/esco/occupation/426c8cca-31f7-4a88-af60-6f5365ab3a62,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
791,employment agent,3333,3.703095,0.259536,High risk,3.735327,0.210195,13-1071.00,human resources specialists,http://data.europa.eu/esco/occupation/42a96d07-1e1d-49ae-9399-c1f4be27ddea,2,business & administration workers,2.3,"assistants, clerks & legal workers"
793,scopist,3343,3.697101,0.206194,High risk,3.777363,0.101874,43-6011.00,executive secretaries and executive administrative assistants,http://data.europa.eu/esco/occupation/42c769cd-4c60-4bac-94d2-29a492b82b74,6,arts & media workers,6.2,"journalists, publishers & composers"
796,drawing artist,2651,3.51819,0.839786,Other,3.596445,0.132277,27-1013.00,"fine artists, including painters, sculptors, and illustrators",http://data.europa.eu/esco/occupation/42ff9e52-1f56-427d-b772-b9328c39b98a,6,arts & media workers,6.5,fine artists
797,chimney sweep supervisor,7133,3.51692,0.644341,Other,3.619476,0.092404,37-1011.00,first-line supervisors of housekeeping and janitorial workers,http://data.europa.eu/esco/occupation/4305327d-3537-4dfb-a913-bce6614362f1,3,sales & services workers,3.3,shop & services managers
801,road roller operator,8342,3.337766,0.836772,Low risk,3.483553,0.05463,47-2071.00,"paving, surfacing, and tamping equipment operators",http://data.europa.eu/esco/occupation/4370b117-d9ec-424c-80de-fd92ba740f65,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
802,dairy products maker,7513,3.50075,0.71987,Other,3.607154,0.0,51-3092.00,food batchmakers,http://data.europa.eu/esco/occupation/43841fa5-f8ae-43ce-834d-5482ec23ef9e,9,food & tobacco production workers,9.1,food & tobacco production workers
804,auger press operator,8181,3.450303,0.809369,Other,3.59229,0.0,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/43c86ca8-7357-4e8e-9a1c-bae427f61c5e,4,manufacturing workers,4.2,chemical manufacturing workers
806,battery test technician,7543,3.547436,0.656525,Other,3.691181,0.0,51-9061.00,"inspectors, testers, sorters, samplers, and weighers",http://data.europa.eu/esco/occupation/43eb6228-8241-47d6-875e-7ccc214291d5,1,"technicians, construction, transport & security workers",1.1,engineering technicians
807,doorman/doorwoman,9621,3.694226,0.567576,Other,3.823002,0.062528,39-6011.00,baggage porters and bellhops,http://data.europa.eu/esco/occupation/43ee9c1a-59c2-48ee-afcd-c384dca92162,3,sales & services workers,3.1,"food, cleaning & services workers"
808,behavioural scientist,2632,3.50094,0.477694,Other,3.564085,0.165614,19-3041.00,sociologists,http://data.europa.eu/esco/occupation/441a5b76-2f51-4704-9df7-3b8e715dd3ad,5,engineers & researchers,5.1,researchers & science technicians
810,land planner,2164,3.484167,0.661584,Other,3.536509,0.266678,19-3051.00,urban and regional planners,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94,2,business & administration workers,2.5,public officials
811,glass polisher,8181,3.442104,0.760449,Other,3.585861,0.0,51-9021.00,"crushing, grinding, and polishing machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/447cfc9c-c0bf-4553-8f47-91f7ce5e51bc,4,manufacturing workers,4.1,metal workers & machine operators
813,wood drying kiln operator,7521,3.450916,0.733624,Other,3.579316,0.0,51-9051.00,"furnace, kiln, oven, drier, and kettle operators and tenders",http://data.europa.eu/esco/occupation/44b0f118-2a70-4eec-b301-89d7fd84a3d0,4,manufacturing workers,4.2,chemical manufacturing workers
814,laundry and dry cleaning manager,1439,3.51692,0.644341,Other,3.619476,0.092404,37-1011.00,first-line supervisors of housekeeping and janitorial workers,http://data.europa.eu/esco/occupation/44cd9d91-5552-4735-86b8-4b2c5d39efc8,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
816,airside safety manager,1349,3.44246,0.329405,Other,3.481692,0.189584,11-9199.07,security managers,http://data.europa.eu/esco/occupation/44ec4c04-c2d4-4b92-bb27-e56f5b096d97,1,"technicians, construction, transport & security workers",1.4,transport & security workers
817,cargo vehicle driver,8332,3.405051,0.78631,Other,3.523476,0.035927,53-3032.00,heavy and tractor-trailer truck drivers,http://data.europa.eu/esco/occupation/45037d43-a8f5-4f46-b332-b2935bc305f4,1,"technicians, construction, transport & security workers",1.4,transport & security workers
819,dewatering technician,8111,3.419413,0.832176,Other,3.5533,0.0,53-7072.00,"pump operators, except wellhead pumpers",http://data.europa.eu/esco/occupation/4542ff68-f809-4ba1-857c-fd26d0914eaa,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians
820,ICT capacity planner,2523,3.456675,0.522679,Other,3.494762,0.304696,15-1199.09,information technology project managers,http://data.europa.eu/esco/occupation/4543bf7b-8ffb-4ade-88b9-58da34366f04,12,ict workers,12.1,"ict system engineers, adminstrators & managers"
822,farm manager,6130,3.503802,0.883103,Other,3.651715,0.178648,45-1011.08,first-line supervisors of animal husbandry and animal care workers,http://data.europa.eu/esco/occupation/4552095e-3396-4831-86ad-4fc34ec39a19,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
825,ICT application configurator,2514,3.386087,0.438367,Other,3.392468,0.232245,15-1132.00,"software developers, applications",http://data.europa.eu/esco/occupation/456ed487-02f2-45c9-9213-d0fd8e9a069d,12,ict workers,12.2,developers & testers
827,credit union manager,1346,3.549063,0.293139,High risk,3.576317,0.293139,11-3031.02,"financial managers, branch or department",http://data.europa.eu/esco/occupation/45a28fe1-30a4-4175-af19-e451ada60858,2,business & administration workers,2.2,accounting & financial services workers
829,drain technician,7126,3.367572,0.905478,Low risk,3.518957,0.096614,47-4071.00,septic tank servicers and sewer pipe cleaners,http://data.europa.eu/esco/occupation/461959ed-6a80-4c33-a75e-26aaeb52a5a7,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
