id,concept_type,concept_uri,preferred_label,alt_labels,description,isco_group,isco_level_1,isco_level_2,isco_level_3,isco_level_4
2576,Occupation,http://data.europa.eu/esco/occupation/dc34c345-caf9-4ab7-b496-e18a572194ba,embalmer,,"Embalmers arrange for the removal of bodies of deceased persons from the place of death and they prepare the bodies for burials and cremations. They clean and disinfect the bodies, use make-up to create the impression of a more natural appearance and hide any visible damage. They are in close contact with funeral services directors in order to comply with the wishes of the deceased family members.",5163,5,51,516,5163
2577,Occupation,http://data.europa.eu/esco/occupation/dc3cc282-488d-4d8f-be80-191c6b521823,malt master,"malting expert
malting master
malter
malt expert","Malt masters evaluate and grade different malts on a sensory basis for brewing purposes. They assess the look, the smell, and the taste of raw materials and unfinished products in order to maintain the consistency of products. They use their knowledge to prepare mixtures as part of product development.",7515,7,75,751,7515
2582,Occupation,http://data.europa.eu/esco/occupation/dc8ef7da-d2c0-4474-96a0-6d0385eeec1e,webmaster,"webmasters
website administrator
web administrator
web technician
e-commerce technician","Webmasters deploy, maintain, monitor and support a web server to meet service requirements. They ensure optimum system integrity, security, backup and performance. They coordinate the content, quality and style of websites, execute the website strategy and update and add new features to websites.",3514,3,35,351,3514
2583,Occupation,http://data.europa.eu/esco/occupation/dc90cee4-bf4a-4d62-b729-faf49e62643e,container crane operator,"operator of container crane
straddle crane operator
dock crane operator
shipping container crane operator
crane driver
ship crane operator
dockside crane operator","Container crane operators operate electrically powered cranes equipped with cantilevers on which hoisting gear is supported to load or unload container cargo. They move towers in position alongside vessel and lower cantilevers over the deck or hold of a vessel. They lift and move container along the cantilever and position the container on the dock, on the vessel deck or in the hold.",8343,8,83,834,8343
2588,Occupation,http://data.europa.eu/esco/occupation/dd25a2b0-add0-4ae2-bd85-bb644e0d0c39,call centre manager,"contact centre manager
contact centre coordinator
call centre coordinator
client centre manager
customer centre manager
call centre director","Call centre managers set the objectives of the service per month, week, and day. They perform micromanagement of the results obtained in the centre in order to proactively react with plans, trainings, or motivational plans depending on the problems faced by the service. They strive for achievement of KPIs such as minimum operating time, sales per day, and compliance with quality parameters.",3341,3,33,334,3341
2589,Occupation,http://data.europa.eu/esco/occupation/dd89e26f-bb5c-45cb-91c6-8b4d5d82a31f,demolition worker,"mattockwoman
topwoman
demolition and dismantling worker
demolition site worker
demolition labourer
demolition project worker
demolition operations worker
mattockman
demolition experienced worker
topman
demolition reclamation operative",Demolition workers operate equipment to demolish structures. They safely destroy buildings and remove the debris to permit the site to be used for a different purpose.,7119,7,71,711,7119
2590,Occupation,http://data.europa.eu/esco/occupation/dd935705-d703-40ba-9ba7-2a8a2b7651b4,housing manager,"housing agent
housing officer
neighbourhood manager
housing administrator
housing coordinator","Housing managers oversee housing services for tenants or residents. They work for housing associations or private organisations for which they collect rental fees, inspect properties, suggest and implement improvements concerning repairs or neighbour nuissance issues, maintain communication with tenants, handle housing applications and liaise with local authorities and property managers. They hire, train and supervise personnel.",3334,3,33,333,3334
2592,Occupation,http://data.europa.eu/esco/occupation/ddb3e6a4-5bae-480a-a49a-748f93022892,decksman,"crew member
general purpose crew member
boat crew member
general purpose hand
yacht deckshand","Decksmen are unlicensed members of of the deck department of an inland vessel. This position is usually the first step on the way to become an able seaman and beyond. They perform a variety of duties concerned with the operation and upkeep of deck department areas, the engine, and other equipment, mooring and unmooring, as well as (to a certain extent) the steering of the ship.",8350,8,83,835,8350
2593,Occupation,http://data.europa.eu/esco/occupation/dddf9385-2939-4395-951a-70ef8a36cabe,stevedore superintendent,"stevedore superintendant
stevedore supervisor
stevedoring controller
stevedoring general superintendent
stevedore manager
stevedoring superintendent
stevedoring manager
stevedoring supervisor
stevedore general superintendent",Stevedore superintendents supervise and monitor the freight handling and longshore labor in a dockyard to maximise productivity. They manage the loading and unloading of cargo and monitor the safety of the work area. Stevedore superintendents may also investigate incidents and prepare accident reports.,9333,9,93,933,9333
2596,Occupation,http://data.europa.eu/esco/occupation/de31a27f-c6ba-4d4f-87cd-b405e1852121,rental manager,"assistant rental coordinator
rental office coordinator
rental team coordinator
rental office manager
rental station co-ordinator
assistant rental manager
graduate rental coordinator
graduate rental manager
rental station manager
trainee rental coordinator
senior rental manager
senior rental coordinator
trainee rental manager
rental team leader",Rental managers supervise the activities of a rental office or station and its staff.,5249,5,52,524,5249
