id,occupation,isco_code,skills_based_sector_code,skills_based_sector,sub_sector_code,sub_sector,risk_category,job_zone,education_level,related_work_experience,on_the_job_training,annual_earnings,remote_labor_index,physical_proximity,exposure_score,n_desirable,n_desirable_and_highly_viable,n_safe_desirable,n_safe_desirable_and_highly_viable,n_safe_desirable_strict,n_safe_desirable_strict_and_highly_viable,concept_uri
2204,case administrator,3411,2,business & administration workers,2.3,"assistants, clerks & legal workers",Lower risk,3.0,5.1916,4.8907,2.6548,22643.174242,0.333333,0.3925,0.511534,34,8,18,7,5,1,http://data.europa.eu/esco/occupation/bac62d45-bb74-45fa-9b38-a3ebf2095212
2205,geographer,2632,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,5.0,7.7826,3.091,3.2736,36551.41453,0.777778,0.4675,0.322318,41,24,34,21,2,1,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199
2206,billing clerk,4311,2,business & administration workers,2.3,"assistants, clerks & legal workers",High risk,2.0,3.1216,5.1542,3.4302,20508.48927,0.590909,0.4625,0.434976,19,8,4,0,2,0,http://data.europa.eu/esco/occupation/bafbc672-0ad9-41af-9de8-db0c91a24f9b
2207,pulp technician,8171,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,2.0,2.0099,3.8507,2.9896,20238.148148,0.0,0.605,0.777817,169,65,169,65,28,12,http://data.europa.eu/esco/occupation/bb131b09-5fdf-4f4f-a76c-402c69cd090a
2208,electroplating machine operator,8122,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,1.6576,2.7535,4.0861,22295.4,0.08,0.5925,0.738309,159,88,159,88,10,3,http://data.europa.eu/esco/occupation/bb2933e9-f6ec-4ab0-b2ea-3cc34cf56d18
2209,grants administrator,3313,2,business & administration workers,2.2,accounting & financial services workers,Lower risk,3.0,4.3912,4.937,4.0252,27030.157983,0.923077,0.5575,0.207086,4,0,4,0,0,0,http://data.europa.eu/esco/occupation/bb4ca5c1-879d-44e8-840d-24f320206bff
2211,industrial mobile devices software developer,2514,12,ict workers,12.2,developers & testers,Lower risk,4.0,5.8687,6.9823,4.3511,42230.0,0.785714,0.39,0.289087,30,13,22,10,8,4,http://data.europa.eu/esco/occupation/bb6198c4-1d3e-40b9-9cc4-ad2dd9d7c74b
2216,real estate surveyor,3315,2,business & administration workers,2.2,accounting & financial services workers,High risk,3.0,3.433,4.1655,4.5166,30599.993865,0.684211,0.575,0.426121,20,5,11,2,8,2,http://data.europa.eu/esco/occupation/bbefa1b2-521e-4d87-a7ad-9bbd0b32e271
2217,kennel supervisor,5164,13,animal care & husbandry workers,13.1,animal care workers & trainers  ,Lower risk,2.0,2.8472,3.9418,3.1114,28274.0,0.411765,0.6625,0.624264,15,9,13,9,4,3,http://data.europa.eu/esco/occupation/bc1748c7-29d6-43d5-a304-6b74f317ac26
2220,kitchen unit installer,7115,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,2.0,2.2198,4.2363,4.3026,26412.404762,0.2,0.67,0.73212,64,23,64,23,5,2,http://data.europa.eu/esco/occupation/bc61af54-0c3b-411c-a434-4b0d23c6fcce
2221,mechanical forging press worker,7221,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,1.823,3.8068,4.4822,23965.12,0.230769,0.65,0.707107,160,115,160,115,20,13,http://data.europa.eu/esco/occupation/bc61e0de-2d72-471c-90c1-a9fe371020f9
2222,cosmologist,2111,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,5.0,9.2343,7.691,4.3874,40549.974359,0.75,0.465,0.340955,48,24,41,21,1,0,http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446
2224,surgical instrument maker,7311,4,manufacturing workers,4.3,craftspersons & carpenters,Lower risk,3.0,4.316,5.78,4.8056,31777.883077,0.071429,0.71,0.811964,14,1,14,1,5,0,http://data.europa.eu/esco/occupation/bca063d2-a904-45db-b3f4-0fd7e681753e
2225,driving instructor,5165,7,education workers,7.1,instructors & vocational teachers,Lower risk,3.0,5.5106,5.5799,4.5046,28988.0,0.708333,0.76,0.470815,27,8,26,7,8,2,http://data.europa.eu/esco/occupation/bca2528a-5a87-4576-a3b5-1edbbce40a9f
2226,mineral crushing operator,8112,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,2.2271,4.0611,4.333,24180.428571,0.055556,0.35,0.57494,150,42,150,42,18,6,http://data.europa.eu/esco/occupation/bcb7efae-2374-4ea7-a8e7-a77e4c6ecfc8
2227,editorial assistant,3343,6,arts & media workers,6.2,"journalists, publishers & composers",Lower risk,4.0,6.3914,7.2259,3.6968,20236.082051,0.9,0.535,0.231301,16,0,13,0,2,0,http://data.europa.eu/esco/occupation/bcba793e-44fe-45eb-b0fb-56772529cbab
2228,rescue diver,7541,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,3.0,3.3377,4.5884,3.6082,26382.0,0.111111,0.75,0.816497,30,4,30,4,3,0,http://data.europa.eu/esco/occupation/bcc199fe-f7df-42a5-bd45-e33ae6160f26
2229,industrial engineering technician,3119,5,engineers & researchers,5.3,"mechanical engineers, designers & drafters",Lower risk,3.0,4.0063,6.8402,4.7342,27329.903418,0.5625,0.515,0.474671,79,21,73,19,38,11,http://data.europa.eu/esco/occupation/bcc21c63-7eee-4520-8fa7-43eefd389668
2231,fisheries master,6223,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,1.0,2.1888,6.0838,5.2732,20861.0,,0.7025,,13,7,13,7,1,0,http://data.europa.eu/esco/occupation/bcead4e9-3697-4831-b62e-ddb83d7d469d
2232,manicurist,5142,3,sales & services workers,3.1,"food, cleaning & services workers",Lower risk,2.0,1.7951,3.0737,3.1411,12002.25641,0.1,0.895,0.897497,7,5,7,5,2,0,http://data.europa.eu/esco/occupation/bced9b86-d4e7-42f8-bb47-acb2001b9bd0
2233,metallurgist,2146,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians,Lower risk,4.0,7.3071,6.2564,4.0772,36554.033333,0.55,0.4475,0.448748,4,1,4,1,0,0,http://data.europa.eu/esco/occupation/bcf8f332-c7e1-4a08-8651-28d668290eaf
2235,coastguard watch officer,5419,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,2.0,2.6861,3.516,2.8939,16593.799392,0.0,0.555,0.744983,19,1,18,1,2,0,http://data.europa.eu/esco/occupation/bd1cd902-1fb1-40b1-abce-bb9ef60805b4
2236,wig and hairpiece maker,7531,6,arts & media workers,6.1,art & media technicians,Lower risk,3.0,2.7917,4.178,3.5931,15253.71875,0.117647,0.9225,0.902203,16,6,16,6,3,1,http://data.europa.eu/esco/occupation/bd206ee9-61d6-45de-a369-0c71b8429efa
2237,matrose,8350,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,2.0,2.0727,3.1291,3.0248,20485.0,0.157895,0.6875,0.760886,25,14,25,14,7,5,http://data.europa.eu/esco/occupation/bd22a34c-1dc2-48df-a254-66e5d03dec12
2238,ICT application developer,2514,12,ict workers,12.2,developers & testers,Lower risk,4.0,5.8687,6.9823,4.3511,42230.0,0.785714,0.39,0.289087,37,12,29,9,8,4,http://data.europa.eu/esco/occupation/bd272aee-adc9-4a06-a15c-a73b4b4a46a7
2240,crosscut saw operator,8172,4,manufacturing workers,4.3,craftspersons & carpenters,Lower risk,2.0,2.0675,3.5657,3.4827,22093.623188,0.1,0.57,0.71624,20,7,20,7,16,5,http://data.europa.eu/esco/occupation/bd378c4e-f656-46af-a728-fcfb40b113ef
2244,prop master/prop mistress,3435,6,arts & media workers,6.1,art & media technicians,Lower risk,2.0,3.6605,5.3955,2.3492,19027.489777,0.352941,0.7625,0.702412,17,10,17,10,5,5,http://data.europa.eu/esco/occupation/bd94312f-05c8-455d-a2f6-5490489ac4a4
2245,ICT system integration consultant,2511,12,ict workers,12.1,"ict system engineers, adminstrators & managers",Lower risk,4.0,7.0004,7.4541,4.0467,41914.329519,0.709677,0.3925,0.337567,50,15,35,9,1,0,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
2247,dental chairside assistant,3251,11,healthcare workers,11.2,healthcare technicians & scientists,Lower risk,3.0,3.6859,4.2189,3.3998,23411.697917,0.285714,0.985,0.838792,20,13,20,13,8,5,http://data.europa.eu/esco/occupation/bdc74965-1d1a-4f8e-a490-9cf71f494e02
2248,ticket sales agent,4221,3,sales & services workers,3.1,"food, cleaning & services workers",High risk,2.0,2.2452,3.0599,3.2526,18336.107735,0.384615,0.81,0.706018,22,9,7,2,3,0,http://data.europa.eu/esco/occupation/bdf2dd9d-6c92-46f4-a8e7-76c12302d3e7
2249,shop supervisor,5222,3,sales & services workers,3.3,shop & services managers,Lower risk,2.0,2.652,5.8856,3.8875,20977.322581,0.526316,0.6575,0.558075,31,6,26,6,7,0,http://data.europa.eu/esco/occupation/bdfb48e0-79dc-4b63-8470-db2e03b37326
2251,industrial machinery assembler,8211,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,2.0,2.5437,5.1766,4.4145,29879.320665,0.133333,0.6875,0.771902,103,20,103,20,63,9,http://data.europa.eu/esco/occupation/be0e6189-46a5-4b90-8622-2d1988efba1a
2252,specialist chiropractor,2269,11,healthcare workers,11.1,doctors & specialist therapists,Lower risk,5.0,10.0625,5.6736,3.5576,29851.831579,0.333333,0.96,0.8,27,24,24,21,4,4,http://data.europa.eu/esco/occupation/be235deb-6181-43ca-8127-7010a689643a
2253,animal chiropractor,2250,13,animal care & husbandry workers,13.1,animal care workers & trainers  ,Lower risk,5.0,10.7794,4.5168,3.6436,35393.0,0.421053,0.905,0.723842,9,6,9,6,2,1,http://data.europa.eu/esco/occupation/be2896db-9ab7-4719-a558-96b18c93027d
2254,tanning consultant,5142,3,sales & services workers,3.1,"food, cleaning & services workers",Lower risk,3.0,3.132,2.7621,2.0441,12002.25641,0.1,0.9875,0.942735,16,4,14,4,5,0,http://data.europa.eu/esco/occupation/be375e11-9a70-47cb-8091-711c94ed0c13
2258,warehouse worker,9333,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,2.0,2.225,2.6718,2.7945,21378.347633,0.36,0.58,0.609262,12,4,11,4,10,3,http://data.europa.eu/esco/occupation/bea705fe-06ac-4147-b8e0-6e8ac1208d8f
2260,yeast distiller,8160,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,2.0,2.0478,3.9646,3.1842,20363.62,0.052632,0.4775,0.672583,84,53,83,53,11,5,http://data.europa.eu/esco/occupation/beacd3d6-e414-42ea-baf9-3ddc34fc143a
2262,groom,9212,13,animal care & husbandry workers,13.2,animal husbandry workers,Lower risk,2.0,2.9699,3.9856,3.1991,20518.490975,0.0,0.6425,0.801561,34,25,34,25,0,0,http://data.europa.eu/esco/occupation/beedd3c0-d3e2-4efe-8f39-381df669ee35
2264,leather goods packing operator,8183,8,"textile, clothing, leather & footwear manufacturing workers",8.1,shoe & leather manufacturing workers,Lower risk,2.0,1.9021,3.7702,2.664,19732.103774,0.0,0.5925,0.76974,9,4,9,4,0,0,http://data.europa.eu/esco/occupation/bf367464-950a-416c-98b1-52b9d571550e
2266,radiation protection officer,2263,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers,Lower risk,4.0,6.2732,5.8094,4.5235,30076.974453,0.5,0.6475,0.56899,52,10,51,10,0,0,http://data.europa.eu/esco/occupation/bf802371-4758-4268-a780-58e3d269831b
2267,retail entrepreneur,5221,3,sales & services workers,3.3,shop & services managers,Lower risk,4.0,4.916,8.1054,4.019,25076.0,0.705882,0.5525,0.403113,119,14,94,14,33,2,http://data.europa.eu/esco/occupation/bf89925d-00a1-4f94-ab3b-2148c887af33
2269,philosopher,2633,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,5.0,10.1656,3.3995,2.2996,44206.0,1.0,0.3075,0.0,26,12,21,11,10,4,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961
2270,nitroglycerin neutraliser,8131,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,3.0056,5.9065,4.8177,22211.820144,0.15,0.5075,0.656791,34,9,34,9,24,6,http://data.europa.eu/esco/occupation/bfdc096e-e450-424d-9340-46968047ed68
2271,accounting assistant,3313,2,business & administration workers,2.3,"assistants, clerks & legal workers",High risk,3.0,3.3738,5.9861,3.6066,27030.157983,0.647059,0.4425,0.395192,20,6,7,0,5,0,http://data.europa.eu/esco/occupation/bfe142b9-a049-4d41-89c4-fd2f34ac56b6
2272,aquaculture environmental analyst,2133,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers,Lower risk,4.0,6.5935,6.493,4.5472,32143.652968,0.694444,0.4025,0.350694,51,15,49,15,25,6,http://data.europa.eu/esco/occupation/bff716c9-42c7-471e-8af0-582f799fb29a
2274,optometrist,2267,11,healthcare workers,11.1,doctors & specialist therapists,High risk,5.0,10.913,3.3191,2.5461,26546.444444,0.2,0.9025,0.849706,29,25,26,23,18,17,http://data.europa.eu/esco/occupation/bffbe18a-cb8b-4f90-bd87-7505cd3b16f5
2276,financial broker,3311,2,business & administration workers,2.2,accounting & financial services workers,Lower risk,3.0,3.2814,6.9107,4.1364,35258.0,0.818182,0.4725,0.293103,58,24,33,11,19,7,http://data.europa.eu/esco/occupation/c01cdf85-3ce0-4d12-ae86-e4e63493fafa
2278,fish preparation operator,7511,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,1.0,1.4926,3.3835,3.0375,20567.791139,0.0,0.845,0.919239,76,28,76,28,2,1,http://data.europa.eu/esco/occupation/c0386702-0699-4550-920b-1f7027c9a3d9
2280,public relations officer,2432,2,business & administration workers,2.4,business managers,Lower risk,4.0,6.1666,7.334,3.417,31558.968023,0.8,0.4575,0.30249,117,14,94,13,0,0,http://data.europa.eu/esco/occupation/c0489e22-6a1b-4e52-974a-eb71bbb42134
2281,mask maker,2651,6,arts & media workers,6.1,art & media technicians,Lower risk,3.0,3.68,5.28,4.4,26266.0,0.5,0.34,0.412311,5,2,5,2,3,2,http://data.europa.eu/esco/occupation/c05090e2-d599-46c8-a47b-3d52a893ca55
2282,roadside vehicle technician,7231,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,3.0,2.6697,7.2262,5.2744,30451.150985,0.217391,0.53,0.644036,9,2,9,2,0,0,http://data.europa.eu/esco/occupation/c0749528-ee2a-41bd-a1f6-c13825b5e569
2284,mining electrician,7412,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians,Lower risk,3.0,3.132,5.2154,4.1054,32003.736923,0.083333,0.5975,0.740073,22,2,22,2,1,0,http://data.europa.eu/esco/occupation/c07ab008-79c1-4516-8dcc-8289f797dc34
2285,aquaculture husbandry worker,6221,13,animal care & husbandry workers,13.3,aquaculture workers,Lower risk,2.0,2.9699,3.9856,3.1991,20861.0,0.0,0.6425,0.801561,29,11,29,11,0,0,http://data.europa.eu/esco/occupation/c0a15ec7-10e6-45e7-b69c-b85ff6f4f87f
2287,security alarm technician,7422,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,3.0,2.702,5.9887,5.4338,33814.265734,0.4,0.63,0.614817,65,8,64,8,22,4,http://data.europa.eu/esco/occupation/c0c1364d-f784-4e76-8d3f-1e998dc6545d
2288,engineered wood board machine operator,8172,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,2.0,1.9076,4.1517,3.5454,22093.623188,0.142857,0.5125,0.662786,159,102,159,102,13,9,http://data.europa.eu/esco/occupation/c0eb9240-4f70-4393-bdf0-723ce7fdbd36
2289,decontamination worker,7133,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers,Lower risk,3.0,2.8184,4.6388,4.033,22673.659794,0.0,0.67,0.818535,18,2,18,2,1,0,http://data.europa.eu/esco/occupation/c0ec3a06-1dac-4c21-9f08-4c9dfbc9d6cf
2290,print folding operator,7323,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,2.0,2.0099,3.8507,2.9896,22030.372093,0.0,0.605,0.777817,127,88,127,88,19,13,http://data.europa.eu/esco/occupation/c11e2b53-06f7-465f-9b5c-708016bc96f4
2292,social services manager,1344,14,social workers,14.1,social workers,Lower risk,4.0,6.3067,7.4517,3.987,32274.473373,0.7,0.415,0.352846,169,44,135,36,54,12,http://data.europa.eu/esco/occupation/c18fddf5-cfc4-4f9c-94d6-86608faaa1dd
2293,pharmacy assistant,3213,11,healthcare workers,11.4,healthcare administrators & assistants,Lower risk,2.0,2.1429,2.4993,2.9886,15665.8,0.272727,0.815,0.769888,36,19,31,19,14,6,http://data.europa.eu/esco/occupation/c1a86d6d-7785-43e1-994b-958eba58fff7
2295,pultrusion machine operator,8142,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,2.0737,3.3148,3.6848,24469.8,0.117647,0.6975,0.784501,155,65,155,65,58,38,http://data.europa.eu/esco/occupation/c22724a3-079c-4897-bd92-d99e068b6ffc
2296,student financial support coordinator,3312,2,business & administration workers,2.2,accounting & financial services workers,High risk,4.0,3.7973,4.6111,3.8791,28168.75974,0.826087,0.3975,0.262927,23,7,12,4,11,3,http://data.europa.eu/esco/occupation/c227dcff-dd84-487e-a171-da3d919129bb
2297,agricultural scientist,2132,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers,Lower risk,5.0,9.6286,6.4443,4.4442,35924.810417,0.461538,0.4075,0.468426,24,3,24,3,2,0,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044
2299,nursery school head teacher,1341,7,education workers,7.4,education administrators,Lower risk,3.0,4.5002,4.8606,2.4973,20454.735602,0.571429,0.7625,0.571652,36,7,29,7,6,3,http://data.europa.eu/esco/occupation/c269387f-a652-4880-860a-e91ef105bfb7
2300,advertising installer,9629,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,2.0,2.1627,5.871,4.955,11548.19697,0.125,0.4375,0.618718,5,0,5,0,1,0,http://data.europa.eu/esco/occupation/c28cb56b-003e-499a-8dbf-b654864e7867
2302,complementary therapist,2230,11,healthcare workers,11.3,naturopathic & physical therapists,Lower risk,5.0,11.0465,5.0,3.55,56376.722222,0.333333,0.88,0.765942,2,1,1,1,0,0,http://data.europa.eu/esco/occupation/c2a29b8d-1042-4766-a162-e174c7a77421
2303,spring maker,8121,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,2.1921,5.2451,3.7867,22031.963636,0.117647,0.575,0.712287,153,95,153,95,108,73,http://data.europa.eu/esco/occupation/c2d5daae-8f8a-45b1-8e76-3284b84ce195
2304,fundraising manager,2432,2,business & administration workers,2.4,business managers,Lower risk,4.0,6.103,7.7523,2.8766,31558.968023,0.6875,0.375,0.342327,134,33,105,25,46,9,http://data.europa.eu/esco/occupation/c2e6609d-0abe-4a38-b295-e06edbd52e82
2305,arts education officer,2621,2,business & administration workers,2.4,business managers,Lower risk,5.0,7.6997,6.9749,4.0278,35927.515982,0.611111,0.545,0.460374,23,1,22,1,0,0,http://data.europa.eu/esco/occupation/c2efadc4-6f47-4f34-997b-dd80aba609dd
2307,digester operator,8171,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,2.0,2.0478,3.9646,3.1842,20238.148148,0.052632,0.4775,0.672583,146,77,146,77,11,4,http://data.europa.eu/esco/occupation/c32155d3-9ac5-4e44-8e8b-25c47ad31c38
2310,ship pilot dispatcher,4323,2,business & administration workers,2.1,"process managers, supervisors & coordinators",High risk,2.0,2.6491,4.4222,3.134,18991.19709,0.666667,0.58,0.439697,11,0,3,0,1,0,http://data.europa.eu/esco/occupation/c3760388-d070-491a-9c1f-be305a576815
2313,bookkeeper,3313,2,business & administration workers,2.2,accounting & financial services workers,High risk,3.0,3.3738,5.9861,3.6066,27030.157983,0.647059,0.4425,0.395192,23,5,11,0,8,0,http://data.europa.eu/esco/occupation/c3aae59e-1441-4b3e-bdd1-6da50dc7cf42
2314,gas scheduling representative,4323,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,3.0,2.6227,4.79,4.5794,18991.19709,0.25,0.5375,0.634921,14,4,13,3,4,0,http://data.europa.eu/esco/occupation/c3abb0cb-c78c-4136-b9f9-f9feca9179fa
2318,timber trader,3323,2,business & administration workers,2.1,"process managers, supervisors & coordinators",Lower risk,4.0,5.6961,7.2274,3.6364,27038.935691,,0.37,,15,0,14,0,8,0,http://data.europa.eu/esco/occupation/c3dc576e-2a58-4481-9b6f-9853067af8ea
2319,fisheries observer,3359,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,4.0,5.3504,5.2093,4.8611,26209.879147,0.266667,0.7575,0.745319,18,2,18,2,3,0,http://data.europa.eu/esco/occupation/c3fc5265-6333-483f-9339-b4b860efa08d
2322,web developer,2513,12,ict workers,12.2,developers & testers,High risk,3.0,4.7504,5.6667,3.292,44173.72093,0.818182,0.4375,0.282038,35,14,25,10,14,6,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
2323,agronomist,2132,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,5.0,9.6286,6.4443,4.4442,35924.810417,0.461538,0.4075,0.468426,36,10,35,9,3,1,http://data.europa.eu/esco/occupation/c40ef517-d4ab-4932-b184-9c2ea5b24fe2
2324,trade development officer,2422,2,business & administration workers,2.5,public officials,Lower risk,3.0,3.25,5.8,4.2,33292.986333,0.703704,0.5375,0.399073,40,5,32,4,7,0,http://data.europa.eu/esco/occupation/c418ed9a-132f-48cd-ae5c-dd375070ee0e
2328,ornamental metal worker,7223,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,2.1072,4.1663,4.372,30509.523305,0.066667,0.8675,0.899815,58,22,58,22,2,1,http://data.europa.eu/esco/occupation/c44f9f8c-46a6-40da-9630-cc568a18cc51
2329,stone polisher,8114,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,2.2271,4.0611,4.333,25048.173913,0.055556,0.35,0.57494,155,80,155,80,24,11,http://data.europa.eu/esco/occupation/c453886f-a8f0-434c-be0e-e6a12c49954f
2331,audiologist,2266,11,healthcare workers,11.1,doctors & specialist therapists,Lower risk,5.0,10.4999,4.6549,3.433,30328.0,0.458333,0.6675,0.601301,29,23,25,20,13,11,http://data.europa.eu/esco/occupation/c4d6d07a-ae90-40ce-bc5a-c952805a9bf3
2333,banking products manager,1221,2,business & administration workers,2.4,business managers,Lower risk,4.0,6.6805,8.2829,3.6346,47814.167021,0.875,0.4725,0.243028,71,20,52,13,31,6,http://data.europa.eu/esco/occupation/c530b0ee-46f8-40fb-818c-d9b44b891cb9
2336,vineyard cellar master,6112,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,3.0,3.3821,6.5544,5.4749,30788.0,0.318182,0.43,0.541463,6,1,6,1,0,0,http://data.europa.eu/esco/occupation/c56295bb-ef33-4ccd-a929-59e3dd73f876
2340,property assistant,4312,2,business & administration workers,2.3,"assistants, clerks & legal workers",High risk,4.0,5.2126,5.0361,5.1826,20066.08022,0.666667,0.54,0.424264,27,6,12,2,8,1,http://data.europa.eu/esco/occupation/c5c1c40f-d2b7-437f-b3e8-b9da48f6d728
2342,dangerous goods driver,8332,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,2.0,2.4042,5.2558,3.572,28971.551587,0.285714,0.415,0.544453,18,5,18,5,2,0,http://data.europa.eu/esco/occupation/c5d779f4-345b-4918-872b-a1cbaeb1d9be
2344,geologist,2114,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,4.0,7.5426,5.6671,4.3328,42983.0,0.666667,0.395,0.362859,42,21,38,17,13,6,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d
2346,keyboard musical instrument maker,7312,4,manufacturing workers,4.3,craftspersons & carpenters,Lower risk,3.0,2.8211,5.8209,5.1033,23804.0,0.0,0.475,0.689202,11,5,11,5,0,0,http://data.europa.eu/esco/occupation/c644e6f6-dffc-4d7a-bf36-a384e465937b
2347,chief operating officer,1120,2,business & administration workers,2.4,business managers,Lower risk,5.0,7.5363,9.2488,3.3772,42898.182176,0.714286,0.4325,0.351527,73,8,57,7,14,2,http://data.europa.eu/esco/occupation/c64a6e4e-5b38-4f93-b26d-aded817aeaf3
2351,coroner,2619,1,"technicians, construction, transport & security workers",1.4,transport & security workers,High risk,3.0,5.0335,5.5995,4.7328,69224.0,0.641026,0.8325,0.546668,1,0,1,0,1,0,http://data.europa.eu/esco/occupation/c6c48286-2037-47e3-a132-b745dce858e2
2353,absorbent pad machine operator,8143,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,2.0,2.0099,3.8507,2.9896,22452.368421,0.0,0.605,0.777817,155,98,155,98,27,15,http://data.europa.eu/esco/occupation/c706886d-5bc7-4430-9a72-051fc483235f
2357,tax inspector,3352,2,business & administration workers,2.3,"assistants, clerks & legal workers",High risk,3.0,4.5513,5.5082,4.7199,28056.733333,0.714286,0.565,0.401782,16,2,9,1,6,1,http://data.europa.eu/esco/occupation/c766198e-5b9c-4c85-9fef-be27c783ab19
2359,fitness instructor,3423,7,education workers,7.1,instructors & vocational teachers,Lower risk,3.0,4.56,4.6,2.28,27503.0,0.125,0.83,0.852203,0,0,0,0,0,0,http://data.europa.eu/esco/occupation/c784c2db-e636-429f-8492-3191790a58d7
2360,community health worker,3253,14,social workers,14.1,social workers,High risk,4.0,5.7273,6.4854,3.6367,29835.114094,0.526316,0.7575,0.599012,25,6,18,4,14,3,http://data.europa.eu/esco/occupation/c7ad889f-10fc-4346-b740-bd479ad82b47
2362,soap tower operator,8131,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,2.1256,3.8709,3.6751,22211.820144,0.25,0.6125,0.677772,37,7,37,7,12,2,http://data.europa.eu/esco/occupation/c7c3f05b-319b-4aa7-891e-78106f875de2
2367,market vendor,5211,3,sales & services workers,3.4,retail & sales workers,High risk,1.0,1.4348,1.2502,2.2501,11433.821429,0.6,0.6675,0.51672,11,5,1,1,1,1,http://data.europa.eu/esco/occupation/c822ca35-6c36-4eab-97fa-90f2775091c3
2368,mover,9333,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,2.0,2.0613,3.2942,2.461,21378.347633,0.117647,0.7,0.785905,9,2,8,1,1,0,http://data.europa.eu/esco/occupation/c84a055d-00fe-4789-a054-f4a62914ff6e
2369,foreign language correspondence clerk,4419,6,arts & media workers,6.2,"journalists, publishers & composers",Lower risk,2.0,3.2555,5.4483,3.5412,19533.211662,0.714286,0.43,0.35051,7,0,0,0,0,0,http://data.europa.eu/esco/occupation/c8505fa5-0a33-4143-bd87-f24f569e8813
2370,talent agent,3339,2,business & administration workers,2.4,business managers,Lower risk,4.0,5.2309,6.4606,4.1352,31801.341055,0.538462,0.43,0.44549,73,3,54,3,1,0,http://data.europa.eu/esco/occupation/c85e39a4-2c40-413f-a171-45907ecdd599
2372,food regulatory advisor,3257,9,food & tobacco production workers,9.3,food & tobacco production specialists,Lower risk,3.0,6.25,6.65,4.95,31102.215909,0.4,0.55,0.574456,47,6,43,5,13,4,http://data.europa.eu/esco/occupation/c872187a-079b-413b-8503-7b5dd92abb88
2373,electricity distribution worker,7413,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,3.0,2.6026,4.5143,5.935,31107.204748,0.058824,0.7325,0.830308,31,4,31,4,18,2,http://data.europa.eu/esco/occupation/c89afd9a-7dad-4bae-9315-5fcadd9ad8b6
