id,occupation,isco_code,skills_based_sector_code,skills_based_sector,sub_sector_code,sub_sector,risk_category,job_zone,education_level,related_work_experience,on_the_job_training,annual_earnings,remote_labor_index,physical_proximity,exposure_score,n_desirable,n_desirable_and_highly_viable,n_safe_desirable,n_safe_desirable_and_highly_viable,n_safe_desirable_strict,n_safe_desirable_strict_and_highly_viable,concept_uri
2376,hunter,6224,13,animal care & husbandry workers,13.2,animal husbandry workers,Lower risk,1.0,2.348,4.7736,4.3639,20861.0,,0.17,,10,0,10,0,1,0,http://data.europa.eu/esco/occupation/c8ee41fc-7a5f-4255-adbd-dcc47cf2a28e
2377,aviation safety officer,3119,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,3.0,3.1717,7.796,5.4508,27329.903418,0.28,0.5425,0.62498,44,3,42,3,23,1,http://data.europa.eu/esco/occupation/c8ee6499-7613-4c02-9edf-2a0edcf47705
2378,test engineer,2149,5,engineers & researchers,5.2,various engineers & architects,Lower risk,4.0,5.8789,7.3698,3.9496,35911.871608,0.612245,0.5825,0.475255,49,19,44,18,29,9,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e
2381,crop production worker,9213,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers,Lower risk,1.0,1.2483,3.4835,2.4754,20861.0,0.1,0.235,0.459891,10,6,10,6,2,0,http://data.europa.eu/esco/occupation/c9191f7f-28b5-4df8-991d-804c53009b83
2382,level crossing signalperson,8312,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,2.0,1.9734,2.0663,1.6231,23573.523364,0.5,0.78,0.6245,5,1,5,1,3,1,http://data.europa.eu/esco/occupation/c92a4851-9418-4fb5-8201-c7e03cc2b6e2
2383,aircraft interior technician,7534,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,2.0,1.5618,5.3552,3.5922,26121.0,0.3125,0.615,0.65024,121,25,121,25,9,4,http://data.europa.eu/esco/occupation/c932109b-3e4f-43aa-b346-1ea421da0adb
2384,pill maker operator,8131,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,2.0,1.7078,2.6876,3.068,22211.820144,0.166667,0.5675,0.687689,100,4,100,4,2,0,http://data.europa.eu/esco/occupation/c93d58bd-3aa6-4de4-812d-010542f1dec8
2386,programme manager,1213,2,business & administration workers,2.1,"process managers, supervisors & coordinators",Lower risk,4.0,4.916,8.1054,4.019,49724.32996,0.705882,0.5525,0.403113,57,21,45,14,15,5,http://data.europa.eu/esco/occupation/c94f3565-d987-431f-a46b-6f4e018e0bd7
2388,technical sales representative,2433,3,sales & services workers,3.2,customer representatives,High risk,4.0,4.4337,6.7125,3.2532,41242.61354,0.851852,0.4575,0.260342,38,10,30,6,15,3,http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8
2391,video designer,2166,6,arts & media workers,6.1,art & media technicians,Lower risk,4.0,5.3847,5.924,3.0385,37555.308176,0.714286,0.3375,0.31053,12,1,6,0,1,0,http://data.europa.eu/esco/occupation/c995fe34-0909-4ce3-b7b7-97945efede56
2394,glass beveller,7315,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,1.0,1.5399,4.3755,2.8179,23941.363636,0.055556,0.3425,0.568746,58,4,58,4,44,4,http://data.europa.eu/esco/occupation/c9f6c245-8c66-4b13-9253-9835194abb23
2395,vermouth manufacturer,8160,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,2.0,2.0478,3.9646,3.1842,20363.62,0.052632,0.4775,0.672583,80,39,79,39,8,2,http://data.europa.eu/esco/occupation/ca2da084-3bfa-47d8-84ba-ef890191708d
2399,bulldozer operator,8342,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,2.0,2.0827,6.0944,4.8352,29868.714286,0.25,0.57,0.653835,53,20,53,20,0,0,http://data.europa.eu/esco/occupation/cae71f3f-ad4d-480e-b501-bff22827e60c
2400,policy officer,2422,2,business & administration workers,2.5,public officials,Lower risk,5.0,7.1539,8.0393,4.6922,33292.986333,0.888889,0.4125,0.214087,52,15,46,13,1,0,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8
2401,scrap metal operative,7223,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,2.0,2.2267,4.7434,3.977,30509.523305,0.12,0.4975,0.661665,29,2,29,2,12,1,http://data.europa.eu/esco/occupation/cb3432f8-bad7-4703-ba66-dc980a4ce4f7
2403,scraper operator,8342,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,2.0,2.0827,6.0944,4.8352,29868.714286,0.25,0.57,0.653835,53,21,53,21,0,0,http://data.europa.eu/esco/occupation/cb3c0f82-a79b-4518-ad1f-5463b3e74831
2405,consumer rights advisor,3359,2,business & administration workers,2.3,"assistants, clerks & legal workers",Lower risk,4.0,6.55,6.45,4.15,26209.879147,0.641026,0.55,0.444338,23,1,17,1,0,0,http://data.europa.eu/esco/occupation/cb60beab-7afb-4e99-8162-221abea68e6d
2407,train cleaner,9112,3,sales & services workers,3.1,"food, cleaning & services workers",Lower risk,2.0,2.2117,2.8361,3.1248,14138.197213,0.153846,0.4825,0.638959,19,12,19,12,3,1,http://data.europa.eu/esco/occupation/cb932c74-c13b-47e9-9a85-318bd8eb2f96
2408,art director,2166,6,arts & media workers,6.3,creative managers & graphic designers,Lower risk,4.0,6.2477,8.0309,4.3843,37555.308176,0.733333,0.585,0.394968,35,9,24,6,0,0,http://data.europa.eu/esco/occupation/cb93fd23-1f51-4495-867a-936c1967066b
2409,domestic cleaner,9111,3,sales & services workers,3.1,"food, cleaning & services workers",Lower risk,2.0,1.6901,3.0903,2.3149,8143.0,0.2,0.4175,0.577927,22,13,22,13,0,0,http://data.europa.eu/esco/occupation/cbad55a4-c7cf-4ab6-9540-eac72b26729b
2412,energy analyst,3112,5,engineers & researchers,5.2,various engineers & architects,High risk,3.0,4.1363,6.0909,4.0009,31261.073394,0.703704,0.59,0.418109,9,4,6,2,5,2,http://data.europa.eu/esco/occupation/cbde1a3a-406d-4d17-b30b-03981925035d
2413,drama teacher,2355,7,education workers,7.1,instructors & vocational teachers,Lower risk,5.0,8.6374,7.4888,3.6704,19537.0,0.761905,0.74,0.41975,27,19,24,18,5,2,http://data.europa.eu/esco/occupation/cbde2432-cb7f-451f-a686-b22cad3957a6
2414,costume buyer,3323,2,business & administration workers,2.4,business managers,Lower risk,4.0,5.6961,7.2274,3.6364,27038.935691,,0.37,,55,2,44,1,21,1,http://data.europa.eu/esco/occupation/cc844eb8-c81d-40ff-af3d-119700e60f23
2415,product grader,7543,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,2.0,2.5397,4.8863,4.0288,22430.367647,0.095238,0.645,0.763918,157,16,155,16,101,3,http://data.europa.eu/esco/occupation/cc8f929a-75fa-404d-aa17-3301fb494b4f
2416,museum director,1349,2,business & administration workers,2.1,"process managers, supervisors & coordinators",Lower risk,5.0,8.7438,8.2079,4.057,42935.325666,0.625,0.4375,0.405046,55,5,45,5,0,0,http://data.europa.eu/esco/occupation/cc937d5f-4072-4fe7-bc23-2c9a465b8754
2420,marine chief engineer,3151,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,3.0,2.8559,6.7561,5.9495,32754.0,0.230769,0.715,0.74162,26,6,26,6,8,0,http://data.europa.eu/esco/occupation/cd19e8d1-6abd-4c99-a9bb-85e7c30aca31
2423,communication manager,1222,2,business & administration workers,2.4,business managers,Lower risk,4.0,6.103,7.7523,2.8766,62079.846667,0.6875,0.375,0.342327,26,3,17,2,3,0,http://data.europa.eu/esco/occupation/cd7b838c-51f6-41ec-9067-bb974c0f991b
2425,IT auditor,2511,12,ict workers,12.1,"ict system engineers, adminstrators & managers",Lower risk,4.0,5.7551,7.8995,4.0479,41914.329519,0.777778,0.4775,0.325747,56,14,36,8,9,3,http://data.europa.eu/esco/occupation/cdd3d773-75a4-4f35-bd1d-1ac720afcf9d
2426,welding coordinator,7212,2,business & administration workers,2.1,"process managers, supervisors & coordinators",Lower risk,2.0,3.4679,8.6141,4.6503,26596.0,0.692308,0.645,0.44549,51,8,50,8,9,1,http://data.europa.eu/esco/occupation/cdef4961-fcc2-4e00-bfe8-4480b33aa6f3
2427,police inspector,3355,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,3.0,3.8318,5.4672,4.8625,41865.625,0.294118,0.7675,0.736047,12,3,11,3,10,2,http://data.europa.eu/esco/occupation/ce2b8609-34c7-40d3-a4f7-581c76bd258a
2430,dip tank operator,8122,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,1.6576,2.7535,4.0861,22295.4,0.08,0.5925,0.738309,132,59,132,59,6,2,http://data.europa.eu/esco/occupation/ce5b1eb1-5862-4f00-a813-0f90aecd5ef5
2432,radio producer,2654,6,arts & media workers,6.3,creative managers & graphic designers,Lower risk,4.0,5.8324,6.5546,3.7019,41855.682373,0.676471,0.64,0.455037,37,4,34,4,10,0,http://data.europa.eu/esco/occupation/ce7d3362-5383-47d1-b66f-57b021c3d862
2436,nailing machine operator,7523,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,2.0,1.9076,4.1517,3.5454,22252.68,0.142857,0.5125,0.662786,146,101,146,101,12,9,http://data.europa.eu/esco/occupation/ceb5277b-2c4d-4cb9-9b7e-b386e66e11ba
2439,sophrologist,3255,11,healthcare workers,11.3,naturopathic & physical therapists,Lower risk,5.0,11.0465,5.0,3.55,18089.672316,0.333333,0.88,0.765942,24,4,21,4,2,0,http://data.europa.eu/esco/occupation/ceda6443-e1dd-4890-b018-42318e3abac2
2440,real estate leasing manager,3334,2,business & administration workers,2.2,accounting & financial services workers,Lower risk,4.0,5.04,6.7695,3.8847,30066.853659,0.631579,0.51,0.433468,131,23,94,11,5,1,http://data.europa.eu/esco/occupation/cee31c49-abe9-4f29-ad10-5eefe63f2a57
2441,ICT network engineer,2523,12,ict workers,12.2,developers & testers,Lower risk,4.0,7.0004,7.4541,4.0467,42100.16,0.709677,0.3925,0.337567,53,13,35,10,6,1,http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d
2443,mattress making machine operator,8159,8,"textile, clothing, leather & footwear manufacturing workers",8.3,clothing manufacturing workers,Lower risk,2.0,1.5618,5.3552,3.5922,20216.380952,0.3125,0.615,0.65024,19,5,19,5,0,0,http://data.europa.eu/esco/occupation/cf74a14f-f1fe-4008-a935-5c173f246655
2445,podiatrist,2269,11,healthcare workers,11.3,naturopathic & physical therapists,Lower risk,5.0,10.0559,5.4257,3.7795,29851.831579,0.333333,0.945,0.793725,26,7,24,6,12,4,http://data.europa.eu/esco/occupation/cf9b6da9-3a59-4780-bec9-500b148b8878
2446,airspace manager,1349,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,3.0,3.6264,4.135,6.0219,42935.325666,0.214286,0.82,0.802674,4,1,4,1,0,0,http://data.europa.eu/esco/occupation/cfda19c9-c7e1-497d-a18b-66e29c773745
2448,art model,5241,6,arts & media workers,6.4,perfomers,Lower risk,1.0,1.3366,1.616,1.4232,22102.806452,,0.6375,,4,2,4,2,3,1,http://data.europa.eu/esco/occupation/d0341f2c-f797-4306-b847-411dee1058a9
2449,crane technician,7233,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,3.0,2.8353,6.2036,4.9132,30467.26087,0.130435,0.475,0.642685,62,10,62,10,9,0,http://data.europa.eu/esco/occupation/d051a141-92cd-4800-b0ee-6c8c31ea5838
2450,metal polisher,7224,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,2.2128,4.3425,3.5772,26387.578431,0.133333,0.5475,0.68884,134,89,134,89,78,54,http://data.europa.eu/esco/occupation/d07a4984-e775-46a7-b967-a3d0b3a54268
2451,telecommunications equipment maintainer,7422,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,3.0,3.2173,5.583,4.7236,33814.265734,0.095238,0.7625,0.830591,10,3,10,3,1,0,http://data.europa.eu/esco/occupation/d07e6a57-a339-4cfd-bf22-a951713148a3
2452,software architect,2512,12,ict workers,12.2,developers & testers,Lower risk,4.0,6.2388,7.2145,4.2303,42158.815789,0.642857,0.4975,0.421519,49,23,38,20,2,0,http://data.europa.eu/esco/occupation/d0aa0792-4345-474b-9365-686cf4869d2e
2454,pulp control operator,3139,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,2.0,2.0099,3.8507,2.9896,28403.636364,0.0,0.605,0.777817,146,80,146,80,26,13,http://data.europa.eu/esco/occupation/d0d7d777-073f-4c33-8f27-1d4a0e8e626f
2455,brokerage firm director,1346,2,business & administration workers,2.2,accounting & financial services workers,High risk,4.0,5.44,7.8473,3.7372,50811.691057,0.75,0.525,0.362284,14,1,3,0,2,0,http://data.europa.eu/esco/occupation/d0e85fe6-78e3-4218-b21a-99b75438b775
2458,lottery operator,4212,3,sales & services workers,3.1,"food, cleaning & services workers",Lower risk,2.0,2.5806,5.0462,3.0692,18272.66791,,0.8425,,6,0,2,0,1,0,http://data.europa.eu/esco/occupation/d18a8976-a283-42ad-9541-75c49396dbd7
2459,dental hygienist,3251,11,healthcare workers,11.2,healthcare technicians & scientists,Lower risk,3.0,5.2217,3.1347,2.0419,23411.697917,0.090909,0.9975,0.95227,19,13,19,13,2,0,http://data.europa.eu/esco/occupation/d18deca3-3063-4970-9ddc-e3c70404a28c
2460,precision mechanic,7222,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,3.0,2.9387,6.1231,4.6476,30124.952381,0.304348,0.515,0.598549,97,38,96,38,51,15,http://data.europa.eu/esco/occupation/d1974e0c-8f92-473b-a32d-f0616c08b1ff
2464,assistant clinical psychologist,3259,11,healthcare workers,11.1,doctors & specialist therapists,Lower risk,3.0,4.9611,3.133,4.0985,21637.841785,0.2,0.8475,0.823408,7,0,7,0,1,0,http://data.europa.eu/esco/occupation/d1b8c046-3867-423a-84fd-41f7be3a6d29
2465,club host/club hostess,5169,3,sales & services workers,3.1,"food, cleaning & services workers",Lower risk,2.0,1.9154,2.8099,2.1798,15093.0,0.5625,0.7925,0.588828,28,10,11,4,0,0,http://data.europa.eu/esco/occupation/d1fc31d2-38e1-4000-85b7-3f82d2fbed9e
2466,hide grader,7531,8,"textile, clothing, leather & footwear manufacturing workers",8.1,shoe & leather manufacturing workers,Lower risk,2.0,2.5397,4.8863,4.0288,15253.71875,0.095238,0.645,0.763918,12,5,12,5,2,2,http://data.europa.eu/esco/occupation/d2078576-9c43-40f7-bf52-356f53d650fd
2467,poultry breeder,6122,13,animal care & husbandry workers,13.2,animal husbandry workers,Lower risk,2.0,2.3153,4.8606,3.9468,20861.0,0.071429,0.325,0.54935,34,23,34,23,15,7,http://data.europa.eu/esco/occupation/d20fd82a-9d99-4335-ad83-87484e297a46
2468,notary,2619,2,business & administration workers,2.3,"assistants, clerks & legal workers",Lower risk,3.0,4.189,6.0849,3.6028,69224.0,0.538462,0.405,0.432346,3,2,2,2,0,0,http://data.europa.eu/esco/occupation/d21890a3-cbe9-49df-9a19-a4120d866548
2470,répétiteur,2652,6,arts & media workers,6.4,perfomers,Lower risk,4.0,6.6287,7.5098,3.5339,26266.0,0.333333,0.8225,0.740495,5,1,3,1,0,0,http://data.europa.eu/esco/occupation/d23fbcdc-d5e9-4724-a83f-99a0cfa8adb0
2472,gas processing plant operator,3134,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,3.0,2.6227,4.79,4.5794,21750.916667,0.25,0.5375,0.634921,29,5,28,5,6,1,http://data.europa.eu/esco/occupation/d26a941d-443a-4301-a648-3cb3a4427775
2474,corporate banking manager,2412,2,business & administration workers,2.2,accounting & financial services workers,Lower risk,4.0,6.5707,7.1071,5.8566,34270.940426,0.846154,0.365,0.236968,49,15,27,7,0,0,http://data.europa.eu/esco/occupation/d2d451cc-e839-4192-be54-d7724814aa03
2475,creative director,2431,6,arts & media workers,6.3,creative managers & graphic designers,Lower risk,4.0,6.2477,8.0309,4.3843,38839.816377,0.733333,0.585,0.394968,30,7,25,7,0,0,http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb
2477,statistical assistant,3314,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,4.0,6.165,5.6855,3.0502,31053.849658,0.733333,0.4525,0.347371,48,20,38,17,28,15,http://data.europa.eu/esco/occupation/d2e63d7e-2605-4af1-bb7d-b1ed9ad08825
2479,fermenter operator,8131,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,2.0,3.0056,5.9065,4.8177,22211.820144,0.15,0.5075,0.656791,67,2,67,2,55,0,http://data.europa.eu/esco/occupation/d3382c5a-589f-453d-a6d8-d28695057079
2481,shelf filler,9334,3,sales & services workers,3.4,retail & sales workers,Lower risk,2.0,1.5695,2.2186,2.1546,19602.620545,0.36,0.8375,0.73212,2,0,2,0,1,0,http://data.europa.eu/esco/occupation/d35f9e79-5778-43b4-8667-0e3ba1fcb19a
2482,horticulture production manager,6113,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers,Lower risk,3.0,4.96,7.5848,5.0394,19895.811594,0.606061,0.63,0.498179,17,7,17,7,13,6,http://data.europa.eu/esco/occupation/d36b66f8-c08a-4416-953b-62c271ca7509
2486,healthcare assistant,5321,11,healthcare workers,11.2,healthcare technicians & scientists,Lower risk,2.0,2.3464,3.0772,2.5417,15872.665208,0.117647,0.9075,0.894838,27,20,27,20,4,2,http://data.europa.eu/esco/occupation/d38c2107-98f2-47b7-8bb4-f69750d51082
2488,oil rig motorhand,8113,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,2.0,2.5789,6.0571,5.041,26037.989011,0.045455,0.795,0.871128,13,1,13,1,5,1,http://data.europa.eu/esco/occupation/d3c1c718-a093-4e2e-80a0-2bd331266a8b
2490,human resources officer,2423,2,business & administration workers,2.3,"assistants, clerks & legal workers",High risk,4.0,5.767,7.1048,4.6472,28494.460916,0.6,0.4125,0.406202,46,7,34,3,31,3,http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb
2491,data analyst,2511,12,ict workers,12.3,data workers,Lower risk,5.0,8.0258,6.9952,3.8842,41914.329519,0.75,0.325,0.285044,34,10,24,4,3,0,http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2
2492,beauty salon attendant,5142,3,sales & services workers,3.1,"food, cleaning & services workers",Lower risk,2.0,1.9883,2.7442,2.0487,12002.25641,0.285714,0.64,0.676123,33,9,23,7,14,4,http://data.europa.eu/esco/occupation/d3fd0898-51f7-42a3-8f44-09408fc796f6
2493,chocolate moulding operator,8160,9,food & tobacco production workers,9.1,food & tobacco production workers,Lower risk,2.0,1.9243,2.6844,3.1467,20363.62,0.166667,0.5575,0.681604,87,62,86,62,54,39,http://data.europa.eu/esco/occupation/d41ff08f-1ba9-4e39-b9b5-ad6bfe8f9611
2494,wastewater treatment operator,3132,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,3.0,3.0556,5.7564,4.5716,21750.916667,0.111111,0.495,0.663325,18,6,18,6,4,0,http://data.europa.eu/esco/occupation/d43e9693-7087-412c-b54c-e9068012630a
2497,aquaculture mooring manager,6221,13,animal care & husbandry workers,13.3,aquaculture workers,Lower risk,4.0,4.4715,6.857,5.2661,20861.0,0.318182,0.6625,0.67209,25,0,25,0,0,0,http://data.europa.eu/esco/occupation/d4709722-6f17-4bec-a5f4-1b660e6b28b1
2504,astronaut,3153,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,4.0,5.5242,8.2304,4.4322,32754.0,0.25,0.825,0.786607,7,0,7,0,1,0,http://data.europa.eu/esco/occupation/d4edb527-2e5d-440c-9f8c-cd5caa9cc4d6
2505,dry press operator,8181,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,2.5608,4.7591,3.896,24441.0,0.1,0.66,0.770714,43,5,43,5,3,0,http://data.europa.eu/esco/occupation/d4fdb8cb-8928-4047-8166-5feedc3c1a98
2506,leather goods product developer,3119,8,"textile, clothing, leather & footwear manufacturing workers",8.1,shoe & leather manufacturing workers,Lower risk,3.0,5.231,7.7612,4.2988,27329.903418,0.478873,0.5625,0.541418,8,5,7,4,7,4,http://data.europa.eu/esco/occupation/d515e82a-ca9f-4be4-9823-33694dff7304
